latitude,longitude
37.137,-8.53866
37.1288,-8.582980000000001
37.1288,-8.582980000000001
37.1288,-8.582980000000001
37.1368,-8.538730000000001
37.1288,-8.582980000000001
37.1368,-8.53872
37.1373,-8.53877
37.1368,-8.53843
37.1364,-8.53761
37.1368,-8.538730000000001
37.1368,-8.53843
37.1368,-8.53872
37.1368,-8.53843
37.1368,-8.53843
37.1368,-8.53843
37.1368,-8.53843
37.1368,-8.53843
37.1368,-8.53872
37.138000000000005,-8.53722
37.138000000000005,-8.53722
37.138000000000005,-8.53722
37.138000000000005,-8.53722
37.1329,-8.57135
37.138000000000005,-8.53722
37.1364,-8.53755
37.1379,-8.53713
37.1364,-8.53744
37.138000000000005,-8.53722
37.1364,-8.53744
37.1379,-8.53713
37.1364,-8.53755
37.1364,-8.53776
37.1363,-8.5374
37.1363,-8.5374
37.1364,-8.53761
37.1363,-8.5374
37.1364,-8.53761
37.1329,-8.57135
37.138000000000005,-8.53722
37.138000000000005,-8.53722
37.138000000000005,-8.53722
37.1364,-8.53776
37.1364,-8.53744
37.1329,-8.57135
37.138000000000005,-8.53722
37.1364,-8.53761
37.1364,-8.53761
37.1364,-8.53761
37.1364,-8.53761
37.1364,-8.53761
37.1363,-8.5374
37.1364,-8.53761
37.1364,-8.53761
37.1363,-8.5374
37.1364,-8.53761
37.1364,-8.53761
37.1364,-8.53761
37.1364,-8.53776
37.1363,-8.5374
37.1364,-8.53761
37.1364,-8.53776
37.1364,-8.53776
37.1364,-8.53776
37.1364,-8.53761
37.1364,-8.53761
37.1364,-8.53776
37.1364,-8.53776
37.1364,-8.53776
37.1364,-8.53776
37.1364,-8.53776
37.1364,-8.53761
37.1364,-8.53761
37.1329,-8.57135
37.1364,-8.53761
37.1364,-8.53761
37.1364,-8.53761
37.1364,-8.53761
37.1371,-8.53913
37.1371,-8.53913
37.1288,-8.582980000000001
37.1288,-8.582980000000001
37.1368,-8.5387
37.1363,-8.53848
37.1368,-8.5387
37.1369,-8.53872
37.1369,-8.53856
37.1288,-8.582980000000001
37.1368,-8.5387
37.1368,-8.538730000000001
37.1371,-8.538960000000001
37.1368,-8.5387
37.1368,-8.5387
37.1368,-8.5387
37.1369,-8.5388
37.1368,-8.538680000000001
37.1368,-8.53871
37.1369,-8.5388
37.1368,-8.5387
37.1368,-8.53881
37.1368,-8.53871
37.1368,-8.538730000000001
37.1368,-8.5387
37.1368,-8.53871
37.1358,-8.53924
37.1358,-8.53924
37.1329,-8.57135
37.138000000000005,-8.53722
37.138000000000005,-8.53722
37.138000000000005,-8.53722
37.138000000000005,-8.53722
37.138000000000005,-8.53722
37.138000000000005,-8.53722
37.138000000000005,-8.53722
37.1329,-8.57135
37.138000000000005,-8.53722
37.138000000000005,-8.53722
37.138000000000005,-8.53722
37.138000000000005,-8.53722
37.1379,-8.53713
37.1379,-8.53713
37.1379,-8.53713
37.1379,-8.53713
37.1379,-8.53713
37.1379,-8.53713
37.1368,-8.53775
37.1368,-8.53775
37.138000000000005,-8.537139999999999
37.1379,-8.53713
37.1379,-8.53713
37.1379,-8.53713
37.1379,-8.53713
37.1368,-8.53775
37.1379,-8.53713
37.1368,-8.53775
37.1379,-8.53713
37.1379,-8.53713
37.1368,-8.53775
37.1381,-8.53715
37.138000000000005,-8.537139999999999
