latitude,longitude
37.1433,-8.5452
37.1433,-8.5452
37.1433,-8.5452
37.1433,-8.5452
37.1433,-8.5452
37.1433,-8.5452
37.1433,-8.5452
37.1433,-8.5452
37.1433,-8.5452
37.1433,-8.5452
37.1433,-8.5452
37.1433,-8.5452
37.1433,-8.5452
37.1433,-8.5452
37.1433,-8.5452
37.1433,-8.5452
37.1436,-8.54326
37.1436,-8.54326
37.1436,-8.54326
37.1436,-8.54326
37.1434,-8.54527
37.1433,-8.5452
37.1436,-8.54444
37.1434,-8.54527
37.1435,-8.54523
37.1434,-8.54463
37.1436,-8.54444
37.1436,-8.54444
37.1436,-8.54444
37.1436,-8.54444
37.1434,-8.5449
37.1436,-8.54444
37.1436,-8.54444
37.1436,-8.54444
37.1437,-8.54475
37.1408,-8.5479
37.1436,-8.54444
37.1436,-8.54444
37.1408,-8.5479
37.1437,-8.54475
37.1408,-8.5479
37.1408,-8.5479
37.1408,-8.5479
37.1408,-8.5479
37.143,-8.54706
37.1408,-8.5479
37.1408,-8.5479
37.1408,-8.5479
37.1408,-8.5479
37.1408,-8.5479
37.1408,-8.5479
37.143,-8.54706
37.1408,-8.5479
37.1408,-8.5479
37.1408,-8.5479
37.1408,-8.5479
37.1444,-8.54568
37.143,-8.54706
37.1408,-8.5479
37.1442,-8.54552
37.1408,-8.5479
37.1442,-8.54552
37.1403,-8.54549
37.1403,-8.54549
37.1403,-8.54549
37.1403,-8.54549
37.1403,-8.54549
37.1403,-8.54549
37.1403,-8.54549
37.1403,-8.54549
37.1403,-8.54549
37.1403,-8.54549
37.1403,-8.54549
37.1403,-8.54549
37.1403,-8.54549
37.1403,-8.54549
37.1403,-8.54549
37.1403,-8.54549
37.1403,-8.54549
37.1403,-8.54549
37.1403,-8.54549
37.1403,-8.54549
37.1403,-8.54549
37.1403,-8.54549
37.1403,-8.54549
37.1403,-8.54549
37.1403,-8.54549
37.1403,-8.54549
37.1403,-8.54549
37.1403,-8.54549
37.1403,-8.54549
37.1403,-8.54549
37.1403,-8.54549
37.1403,-8.54549
37.1403,-8.54549
37.1403,-8.54549
37.14,-8.53909
37.14,-8.53909
37.14,-8.53909
37.14,-8.53909
37.14,-8.53909
37.14,-8.53909
37.14,-8.53909
37.14,-8.53909
37.14,-8.53909
37.14,-8.53909
37.14,-8.53909
37.14,-8.53909
37.14,-8.53909
37.1346,-8.54014
37.1346,-8.54014
37.1346,-8.54014
37.14,-8.53909
37.1346,-8.54014
37.14,-8.53909
37.1346,-8.54014
37.14,-8.53909
37.1346,-8.54014
37.14,-8.53909
37.14,-8.53909
37.14,-8.53909
37.14,-8.53909
37.1346,-8.54014
37.14,-8.53909
37.14,-8.53909
37.1346,-8.54014
37.1346,-8.54014
37.1346,-8.54014
37.1346,-8.54014
37.1346,-8.54014
37.1346,-8.54014
37.1376,-8.53848
37.1376,-8.53848
37.1346,-8.54014
37.1346,-8.54014
37.1367,-8.53999
37.1367,-8.53999
37.1381,-8.53932
37.1376,-8.53848
37.1346,-8.54014
37.1346,-8.54014
37.1367,-8.53999
37.1367,-8.53999
37.1367,-8.53999
37.1367,-8.53999
37.1371,-8.54018
37.1367,-8.53999
37.1367,-8.53952
37.1366,-8.53979
37.1367,-8.539539999999999
37.1367,-8.53999
37.1367,-8.53952
37.1372,-8.53916
37.1367,-8.53999
37.1364,-8.54037
37.1365,-8.539860000000001
37.1354,-8.54134
37.1354,-8.54134
37.1354,-8.54134
37.1354,-8.54134
37.1354,-8.54134
37.1354,-8.54154
37.1354,-8.54154
37.1354,-8.54137
37.1354,-8.54154
37.1353,-8.54153
37.1354,-8.54154
37.1356,-8.54138
37.1354,-8.54154
37.1356,-8.54158
37.1354,-8.54154
37.1356,-8.54158
37.135999999999996,-8.54066
37.1371,-8.54018
37.1365,-8.539860000000001
37.135999999999996,-8.54066
37.1354,-8.54134
37.1364,-8.54037
37.1365,-8.539860000000001
37.1364,-8.54037
37.135999999999996,-8.54066
37.1365,-8.539860000000001
37.1356,-8.54158
37.1365,-8.539860000000001
37.1364,-8.54037
37.1365,-8.539860000000001
37.135999999999996,-8.54066
37.1364,-8.54037
37.135999999999996,-8.54066
37.1371,-8.54018
37.135999999999996,-8.54066
37.1365,-8.54036
37.1372,-8.53916
37.1372,-8.53916
37.1379,-8.53726
37.1403,-8.54549
37.1356,-8.54158
37.1379,-8.53726
37.1372,-8.53916
37.1368,-8.53928
37.1379,-8.53726
37.1374,-8.53933
37.1379,-8.53726
37.1403,-8.54549
37.1368,-8.53928
37.1372,-8.53916
37.1379,-8.53726
37.1369,-8.53913
37.1379,-8.53726
37.1381,-8.53932
37.1379,-8.53726
37.1366,-8.53726
37.1379,-8.53726
37.1372,-8.53916
37.1379,-8.53726
37.1358,-8.53829
37.1358,-8.53829
37.1381,-8.53932
37.1379,-8.53726
37.1379,-8.53726
37.1379,-8.53726
37.1379,-8.53726
37.1381,-8.53932
37.1381,-8.53932
37.1379,-8.53726
37.1379,-8.53726
37.137,-8.538160000000001
37.1379,-8.53726
37.1379,-8.53726
37.137,-8.538160000000001
37.1403,-8.54549
37.1381,-8.53932
37.137,-8.538160000000001
37.1379,-8.53726
37.1376,-8.53848
37.1381,-8.53932
37.1376,-8.53848
37.1376,-8.53848
37.1375,-8.53758
37.1369,-8.538789999999999
37.1371,-8.53685
37.135999999999996,-8.537139999999999
37.1371,-8.5352
37.1371,-8.537139999999999
37.1369,-8.53715
37.1372,-8.536760000000001
37.1375,-8.53758
37.135,-8.54035
37.1375,-8.53758
37.1381,-8.53932
37.1381,-8.53932
37.1369,-8.538789999999999
37.1381,-8.53932
37.1358,-8.53829
37.1371,-8.53679
37.1375,-8.53758
37.1358,-8.53829
37.1358,-8.53829
37.1358,-8.53829
37.1373,-8.536710000000001
37.1381,-8.53932
37.1366,-8.53726
37.1381,-8.53932
37.1371,-8.53893
37.1371,-8.53893
37.1369,-8.53913
37.1369,-8.53913
37.1372,-8.53916
37.1373,-8.54001
37.1372,-8.53916
37.1368,-8.53928
37.135999999999996,-8.54066
37.1367,-8.53952
37.1367,-8.53952
37.1365,-8.539860000000001
37.1365,-8.539860000000001
37.1364,-8.54037
37.1365,-8.539860000000001
37.1364,-8.54033
37.1364,-8.54033
37.1364,-8.54033
37.135999999999996,-8.54066
37.1358,-8.540939999999999
37.1364,-8.54037
37.135999999999996,-8.54066
37.1371,-8.54018
37.1364,-8.54053
37.1364,-8.54053
37.135999999999996,-8.54066
37.135999999999996,-8.54066
37.1354,-8.54154
37.1354,-8.541310000000001
37.1354,-8.54137
37.1354,-8.54137
37.1354,-8.54137
37.1354,-8.54137
37.1358,-8.540939999999999
37.1355,-8.54144
37.1355,-8.54144
37.1354,-8.54137
37.1355,-8.541319999999999
37.1354,-8.54137
37.1354,-8.54134
37.1357,-8.542539999999999
37.1358,-8.542589999999999
37.1357,-8.542539999999999
37.1357,-8.542539999999999
37.1358,-8.542589999999999
37.1351,-8.54214
37.1351,-8.54214
37.1358,-8.542589999999999
37.1357,-8.542539999999999
37.1351,-8.54214
37.1357,-8.542539999999999
37.1351,-8.54214
37.1437,-8.544839999999999
37.1437,-8.544839999999999
37.1437,-8.544839999999999
37.1444,-8.54568
37.1437,-8.544839999999999
37.1444,-8.54568
37.1444,-8.54568
37.1432,-8.54555
37.1434,-8.54537
37.1432,-8.54555
37.1444,-8.54568
37.1432,-8.54555
37.1437,-8.544839999999999
37.1437,-8.544839999999999
37.1444,-8.54568
37.1444,-8.54568
37.1444,-8.54568
37.1444,-8.54568
37.1434,-8.54537
37.1437,-8.544839999999999
37.1437,-8.544839999999999
37.1444,-8.54568
37.1444,-8.54568
37.1444,-8.54568
37.1444,-8.54568
37.1444,-8.54568
37.1444,-8.54568
37.1437,-8.544839999999999
37.1444,-8.54568
37.1444,-8.54568
37.1444,-8.54568
37.1444,-8.54568
37.1444,-8.54568
37.1437,-8.544839999999999
37.1444,-8.54568
37.1444,-8.54568
37.143,-8.54706
37.1444,-8.54568
37.1437,-8.544839999999999
37.1436,-8.54444
37.1433,-8.5452
37.1436,-8.54444
37.1437,-8.544839999999999
37.1433,-8.5452
37.1434,-8.54537
37.1433,-8.5454
37.1433,-8.5452
37.1435,-8.54523
37.1434,-8.54535
37.1435,-8.54523
37.1435,-8.54523
37.1434,-8.54535
37.1435,-8.54523
37.1435,-8.54523
37.1435,-8.54523
37.1435,-8.54523
37.1434,-8.54537
37.1435,-8.54523
37.1435,-8.54523
37.1435,-8.54523
37.1435,-8.54523
37.1434,-8.54537
37.1435,-8.54523
37.1435,-8.54523
37.1435,-8.54523
37.1435,-8.54523
37.1435,-8.54523
37.1435,-8.54523
37.1433,-8.5454
37.1434,-8.54535
37.1434,-8.54537
37.1434,-8.54535
37.1434,-8.54535
37.1434,-8.54535
37.1434,-8.54535
37.1433,-8.5454
37.1434,-8.54535
37.1434,-8.54535
37.1434,-8.54535
37.1434,-8.54535
37.1434,-8.54535
37.1434,-8.54535
37.1434,-8.54535
37.1434,-8.54535
37.1434,-8.54537
37.1434,-8.54535
37.1433,-8.5454
37.1434,-8.54535
37.1434,-8.54535
37.1433,-8.5452
37.143,-8.54706
37.143,-8.54706
37.143,-8.54706
37.143,-8.54706
37.143,-8.54706
37.143,-8.54706
37.143,-8.54706
37.143,-8.54706
37.143,-8.54706
37.1437,-8.544839999999999
37.143,-8.54706
37.143,-8.54706
37.143,-8.54706
37.143,-8.54706
37.143,-8.54706
37.143,-8.54706
37.143,-8.54706
37.143,-8.54706
37.143,-8.54706
37.143,-8.54706
37.143,-8.54706
37.143,-8.54706
37.1358,-8.544130000000001
37.1358,-8.5424
37.1358,-8.542589999999999
37.1358,-8.5424
37.1358,-8.5424
37.1358,-8.5424
37.1358,-8.5424
37.1358,-8.542589999999999
37.1354,-8.54134
37.1356,-8.541889999999999
37.1356,-8.541889999999999
37.1356,-8.541889999999999
37.1356,-8.541889999999999
37.1356,-8.541889999999999
37.1356,-8.541889999999999
37.1356,-8.541889999999999
37.1356,-8.541889999999999
37.1356,-8.541889999999999
37.1356,-8.541889999999999
37.1353,-8.54153
37.1353,-8.54153
37.1357,-8.5412
37.135999999999996,-8.54066
37.1358,-8.540939999999999
37.1358,-8.540939999999999
37.1358,-8.540939999999999
