latitude,longitude
37.2034,-8.59048
37.2034,-8.59048
37.2033,-8.59052
37.2034,-8.590589999999999
37.1891,-8.587760000000001
37.1426,-8.54526
37.1368,-8.537510000000001
37.1426,-8.54526
37.1426,-8.54526
37.1426,-8.54526
37.1426,-8.54526
37.1426,-8.54526
37.1426,-8.54526
37.1426,-8.54526
37.1426,-8.54526
37.1426,-8.54526
37.1426,-8.54526
37.1426,-8.54526
37.1426,-8.54526
37.1426,-8.54526
37.1426,-8.54526
37.1424,-8.54518
37.1426,-8.54526
37.1426,-8.54526
37.1426,-8.54526
37.1426,-8.54526
37.1426,-8.54526
37.1426,-8.54526
37.1426,-8.54526
37.1426,-8.54526
37.1426,-8.54526
37.1465,-8.54192
37.1465,-8.54192
37.1465,-8.54192
37.1465,-8.54192
37.1465,-8.54192
37.1465,-8.54192
37.1465,-8.54192
37.1465,-8.54192
37.1426,-8.54526
37.1396,-8.54678
37.1424,-8.54518
37.1426,-8.54526
37.1426,-8.54526
37.1426,-8.54526
37.1424,-8.54518
37.1426,-8.54526
37.1426,-8.54526
37.1465,-8.54192
37.1465,-8.54192
37.1465,-8.54192
37.1465,-8.54192
37.1465,-8.54192
37.1465,-8.54192
37.1465,-8.54192
37.1465,-8.54192
37.1426,-8.54526
37.1426,-8.54526
37.1426,-8.54526
37.1465,-8.54192
37.1396,-8.54678
37.1396,-8.54678
37.1396,-8.54678
37.1396,-8.54678
37.137,-8.54033
37.137,-8.54033
37.137,-8.54033
37.137,-8.54033
37.137,-8.54033
37.137,-8.54033
37.137,-8.54033
37.137,-8.54033
37.137,-8.54033
37.137,-8.54033
37.137,-8.54033
37.137,-8.54033
37.137,-8.54033
37.137,-8.54033
37.137,-8.54033
37.137,-8.54033
37.137,-8.54033
37.137,-8.54033
37.137,-8.54033
37.137,-8.54033
37.137,-8.54033
37.137,-8.54033
37.137,-8.54033
37.137,-8.54033
37.137,-8.54033
37.137,-8.54033
37.137,-8.54033
37.137,-8.54033
37.137,-8.54033
37.137,-8.54033
37.137,-8.54033
37.137,-8.54033
37.137,-8.54033
37.137,-8.54033
37.137,-8.54033
37.137,-8.54033
37.137,-8.54033
37.137,-8.54033
37.137,-8.54033
37.137,-8.54033
37.137,-8.54033
37.137,-8.54033
37.1371,-8.53939
37.1371,-8.53739
37.1371,-8.53739
37.1371,-8.53739
37.1371,-8.53739
