latitude,longitude
37.1382,-8.54606
37.1382,-8.54606
37.1417,-8.539660000000001
37.1417,-8.539660000000001
37.1395,-8.53863
37.1395,-8.53863
37.1395,-8.53863
37.1367,-8.53942
37.1364,-8.539769999999999
37.1357,-8.54125
37.1354,-8.54135
37.1354,-8.54135
37.1355,-8.541139999999999
37.1357,-8.54125
37.1357,-8.54125
37.1364,-8.539769999999999
37.1364,-8.539769999999999
37.1364,-8.539769999999999
37.1367,-8.53942
37.1367,-8.53942
37.1367,-8.53942
37.1367,-8.53921
37.1366,-8.53726
37.1366,-8.53726
37.1364,-8.539769999999999
37.1361,-8.54278
37.1361,-8.54278
37.1361,-8.54278
37.1352,-8.54546
37.1352,-8.54546
37.1352,-8.54546
37.1382,-8.54606
37.134,-8.54522
37.134,-8.54522
37.134,-8.54522
37.1333,-8.54519
37.134,-8.54522
37.1357,-8.54445
37.1361,-8.54278
37.1357,-8.54445
37.1361,-8.54278
37.1357,-8.54445
37.1361,-8.54278
37.1361,-8.54278
37.1357,-8.54445
37.1357,-8.54445
37.1357,-8.54445
37.1357,-8.54445
37.1357,-8.54445
37.1357,-8.54445
37.1357,-8.54445
37.1361,-8.54278
37.1357,-8.54445
37.1361,-8.54278
37.1361,-8.54278
37.1361,-8.54278
37.1361,-8.54278
37.1361,-8.54278
37.1361,-8.54278
37.1361,-8.54278
37.1361,-8.54278
37.1361,-8.54278
37.1354,-8.54135
37.1367,-8.53921
37.1366,-8.53726
37.1366,-8.53726
37.1366,-8.53726
37.1366,-8.53726
37.1366,-8.53726
37.1417,-8.539660000000001
37.1417,-8.539660000000001
37.1417,-8.539660000000001
37.1417,-8.539660000000001
37.1417,-8.539660000000001
37.1417,-8.539660000000001
37.1417,-8.539660000000001
37.1417,-8.539660000000001
37.141,-8.540510000000001
37.141,-8.540510000000001
37.141,-8.540510000000001
37.141,-8.540510000000001
37.141,-8.540510000000001
37.141,-8.540510000000001
