"_id","bssid","dayoftheweek","ssid","attractiveness","dateTime","latitude","longitude"
"8","f0:f2:49:d7:68:58","sex","NOS-6850","1","21-07-2017 at 23:49:55","37.1326","-8.57097"
"9","f0:f2:49:d7:68:59","sex","NOS_WIFI_Fon","0","21-07-2017 at 23:49:56","37.1326","-8.57097"
"10","84:94:8c:a1:9b:58","sex","NOS-9B50","0","21-07-2017 at 23:49:56","37.1326","-8.57097"
"11","84:94:8c:a1:9b:59","sex","NOS_WIFI_Fon","0","21-07-2017 at 23:49:56","37.1326","-8.57097"
"12","84:94:8c:04:67:08","sex","ZON-6700","0","21-07-2017 at 23:42:31","37.1326","-8.57097"
"13","84:94:8c:04:67:09","sex","NOS_WIFI_Fon","0","21-07-2017 at 23:41:41","37.1326","-8.571"
"14","f2:27:2d:b8:e4:e1","sex","","0","21-07-2017 at 23:08:10","37.1326","-8.571"
"15","08:63:61:80:86:58","sex","HUAWEI-E5776-8658","0","21-07-2017 at 08:45:52","37.1332","-8.57301"
"16","00:05:ca:88:9e:88","sex","ZON-9E80","0","21-07-2017 at 17:31:52","37.1327","-8.57099"
"17","00:05:ca:88:9e:89","sex","NOS_WIFI_Fon","0","21-07-2017 at 17:33:34","37.1325","-8.56181"
"18","f0:f2:49:11:fd:e9","sex","NOS_WIFI_Fon","0","21-07-2017 at 21:18:36","37.1326","-8.57097"
"19","1c:ab:c0:1f:3d:98","sex","AJFA","0","21-07-2017 at 23:07:26","37.1326","-8.57097"
"20","f0:f2:49:11:fd:e8","sex","NOS-FDE0","0","21-07-2017 at 21:19:00","37.1326","-8.571"
"21","1c:ab:c0:1f:3d:99","sex","NOS_WIFI_Fon","0","21-07-2017 at 23:06:43","37.1326","-8.571"
"22","1c:ab:c0:da:74:b8","sex","Capitao Mor Ameixa","0","21-07-2017 at 20:31:29","37.1324","-8.56848"
"23","ac:cf:85:ba:57:a9","sex","Hennelly WiFi","0","21-07-2017 at 20:31:04","37.1324","-8.56848"
"24","1c:ab:c0:da:74:b9","sex","NOS_WIFI_Fon","0","21-07-2017 at 20:31:29","37.1324","-8.56848"
"25","f0:f2:49:4c:10:78","sex","NOS-1070","0","21-07-2017 at 20:30:18","37.1326","-8.57155"
"26","f0:f2:49:4c:10:79","sex","NOS_WIFI_Fon","0","21-07-2017 at 20:30:18","37.1326","-8.57155"
"27","3c:77:e6:a3:72:b9","sex","HP-Print-B9-LaserJet 1102","0","21-07-2017 at 20:30:18","37.1326","-8.57155"
"28","bc:14:01:07:14:d8","sex","ZON-14D0","0","21-07-2017 at 20:30:18","37.1326","-8.57155"
"29","84:94:8c:7e:dc:d8","sex","ZON-DCD0","0","21-07-2017 at 20:30:18","37.1326","-8.57155"
"30","00:fc:8d:d2:32:88","sex","NOS-3280","0","21-07-2017 at 17:57:42","37.1272","-8.5857"
"31","bc:14:01:07:14:d9","sex","NOS_WIFI_Fon","0","21-07-2017 at 20:30:18","37.1326","-8.57155"
"32","00:fc:8d:d2:32:89","sex","NOS_WIFI_Fon","0","21-07-2017 at 17:57:42","37.1272","-8.5857"
"33","84:94:8c:7e:dc:d9","sex","NOS_WIFI_Fon","0","21-07-2017 at 17:57:42","37.1272","-8.5857"
"34","64:77:7d:2a:3f:c8","sex","NOS-3FC0","0","21-07-2017 at 20:30:18","37.1326","-8.57155"
"35","84:94:8c:63:17:58","sex","ZON-1750","0","21-07-2017 at 09:08:11","37.1368","-8.53726"
"36","64:77:7d:2a:3f:c9","sex","NOS_WIFI_Fon","0","21-07-2017 at 20:30:18","37.1326","-8.57155"
"37","84:94:8c:63:17:59","sex","NOS_WIFI_Fon","0","21-07-2017 at 09:08:11","37.1368","-8.53726"
"38","00:05:ca:9e:e7:69","sex","NOS_WIFI_Fon","0","21-07-2017 at 09:08:11","37.1368","-8.53726"
"39","84:94:8c:67:cd:28","sex","ZON-CD20","0","21-07-2017 at 17:11:13","37.1368","-8.53729"
"40","fc:2d:5e:4d:89:f2","sex","VodafoneMobileWiFi-4D89F2","0","21-07-2017 at 09:12:24","37.1371","-8.53842"
"41","84:94:8c:67:cd:29","sex","NOS_WIFI_Fon","0","21-07-2017 at 17:11:13","37.1368","-8.53729"
"42","00:26:5b:f5:bc:58","sex","ZON-BC50","0","21-07-2017 at 17:23:54","37.1333","-8.56626"
"43","00:05:ca:ab:44:08","sex","ZON-4400","0","21-07-2017 at 09:12:24","37.1371","-8.53842"
"44","84:94:8c:66:bc:88","sex","ZON-BC80","0","21-07-2017 at 09:12:24","37.1371","-8.53842"
"45","bc:4d:fb:50:d3:a8","sex","Masala House","0","21-07-2017 at 09:12:24","37.1371","-8.53842"
"46","50:68:0a:16:47:81","sex","HOTSPOT-MSCAR","0","21-07-2017 at 09:12:24","37.1371","-8.53842"
"47","00:05:ca:bb:fb:d8","sex","ZON-FBD0","0","21-07-2017 at 09:12:24","37.1371","-8.53842"
"48","a4:b1:e9:45:36:9d","sex","Silvestre","0","21-07-2017 at 09:12:24","37.1371","-8.53842"
"49","f0:f2:49:4c:da:c8","sex","CAFE 1 MAIO","0","21-07-2017 at 17:23:54","37.1333","-8.56626"
"50","00:26:5b:f5:bc:59","sex","NOS_WIFI_Fon","0","21-07-2017 at 09:12:24","37.1371","-8.53842"
"51","00:05:ca:ab:44:09","sex","NOS_WIFI_Fon","0","21-07-2017 at 09:12:24","37.1371","-8.53842"
"52","bc:4d:fb:50:d3:a9","sex","NOS_WIFI_Fon","0","21-07-2017 at 09:12:24","37.1371","-8.53842"
"53","84:94:8c:66:bc:89","sex","NOS_WIFI_Fon","0","21-07-2017 at 09:12:24","37.1371","-8.53842"
"54","00:05:ca:bb:fb:d9","sex","NOS_WIFI_Fon","0","21-07-2017 at 09:12:24","37.1371","-8.53842"
"55","a6:b1:e9:45:36:9e","sex","MEO-WiFi","0","21-07-2017 at 09:12:24","37.1371","-8.53842"
"56","a6:b1:e9:ed:7f:c1","sex","MEO-WiFi","0","21-07-2017 at 09:12:24","37.1371","-8.53842"
"57","bc:14:01:aa:c6:59","sex","NOS_WIFI_Fon","0","21-07-2017 at 09:12:24","37.1371","-8.53842"
"58","e2:b9:e5:b3:95:ae","sex","MEO-WiFi","0","21-07-2017 at 14:01:22","37.1351","-8.53677"
"59","f0:f2:49:4c:da:c9","sex","NOS_WIFI_Fon","0","21-07-2017 at 09:12:24","37.1371","-8.53842"
"60","82:2a:a8:94:6b:b5","sex","CMP Privado","0","21-07-2017 at 17:10:50","37.1368","-8.53729"
"61","92:2a:a8:94:6b:b5","sex","CMP User","0","21-07-2017 at 17:10:50","37.1368","-8.53729"
"62","fe:9f:db:83:98:3f","sex","CMP User","0","21-07-2017 at 17:07:42","37.1368","-8.53875"
"63","ee:9f:db:83:98:3f","sex","CMP Privado","0","21-07-2017 at 17:07:43","37.1368","-8.53875"
"64","64:66:b3:de:a8:9c","sex","TP-LINK_DEA89C","0","21-07-2017 at 17:07:42","37.1368","-8.53875"
"65","58:98:35:7f:72:41","sex","TELEPAC","0","21-07-2017 at 14:25:32","37.1368","-8.53884"
"66","80:2a:a8:94:6b:b5","sex","CMP Publico","0","21-07-2017 at 17:10:50","37.1368","-8.53729"
"67","de:9f:db:83:98:3f","sex","CMP Publico","0","21-07-2017 at 17:07:43","37.1368","-8.53875"
"68","22:27:22:cf:a4:a0","sex","CMP User","1","21-07-2017 at 17:06:53","37.1368","-8.53875"
"69","12:27:22:cf:a4:a0","sex","CMP Privado","0","21-07-2017 at 17:06:53","37.1368","-8.53875"
"70","00:1a:dd:2f:0f:0c","sex","PEPWAVE_926C","0","21-07-2017 at 17:06:53","37.1368","-8.53875"
"71","02:27:22:cf:a4:a0","sex","CMP Publico","0","21-07-2017 at 17:06:53","37.1368","-8.53875"
"72","84:94:8c:66:ec:08","sex","ZON-EC00","0","21-07-2017 at 16:35:19","37.1368","-8.53876"
"73","84:94:8c:66:ec:09","sex","NOS_WIFI_Fon","0","21-07-2017 at 16:45:00","37.1368","-8.53875"
"74","e0:b9:e5:68:8f:af","sex","MEO-688FAF","0","21-07-2017 at 13:17:10","37.1348","-8.5384"
"75","f0:f2:49:4d:7f:78","sex","NOS-7F70","0","21-07-2017 at 09:18:39","37.1369","-8.53869"
"76","98:de:d0:b9:3e:46","sex","TP-LINK_3E46","0","21-07-2017 at 17:06:53","37.1368","-8.53875"
"77","00:15:6d:b0:aa:41","sex","Portimonense","0","21-07-2017 at 14:50:44","37.1368","-8.5387"
"78","00:fc:8d:bd:61:09","sex","NOS_WIFI_Fon","0","21-07-2017 at 16:38:50","37.1368","-8.53876"
"79","00:26:5b:1b:24:69","sex","NOS_WIFI_Fon","0","21-07-2017 at 10:29:07","37.1341","-8.53886"
"80","f0:f2:49:d8:ff:69","sex","NOS_WIFI_Fon","0","21-07-2017 at 09:37:10","37.1369","-8.53863"
"81","a8:4e:3f:2b:ca:68","sex","NOS-CA60","0","21-07-2017 at 09:49:26","37.1369","-8.53864"
"82","00:fc:8d:bd:61:08","sex","CyNaiLs","0","21-07-2017 at 16:54:49","37.1368","-8.53875"
"83","a8:4e:3f:2b:ca:69","sex","NOS_WIFI_Fon","0","21-07-2017 at 14:15:37","37.1365","-8.53833"
"84","00:05:ca:cc:a0:d9","sex","NOS_WIFI_Fon","0","21-07-2017 at 09:37:10","37.1369","-8.53863"
"85","f0:f2:49:d8:ff:68","sex","NOS-FF60","0","21-07-2017 at 09:39:06","37.1369","-8.53863"
"86","84:94:8c:a4:8c:99","sex","NOS_WIFI_Fon","0","21-07-2017 at 09:48:49","37.1369","-8.53864"
"87","00:15:6d:fc:d5:97","sex","Portimonense","0","21-07-2017 at 16:35:44","37.1368","-8.53876"
"88","84:94:8c:a4:8c:98","sex","NOS-8C90","0","21-07-2017 at 09:50:01","37.1357","-8.53644"
"89","00:1f:9f:3e:e2:0b","sex","ThomsonE31AA2","0","21-07-2017 at 16:34:53","37.1368","-8.53876"
"90","08:76:ff:84:8a:25","sex","Thomson848A25","0","21-07-2017 at 11:50:00","37.1352","-8.53842"
"91","00:05:ca:cc:a0:d8","sex","ZON-A0D0","0","21-07-2017 at 16:55:15","37.1368","-8.53875"
"92","76:4a:a4:f8:bb:bc","sex","MEO-F8BBBC","0","21-07-2017 at 10:13:49","37.1369","-8.53865"
"93","1c:7b:21:7b:da:bf","sex","Xperia Tablet Z_9a5a","0","21-07-2017 at 10:33:02","37.1351","-8.53795"
"94","c4:49:bb:5b:49:6e","sex","WiFi Hotspot 6003","0","21-07-2017 at 11:06:16","37.1351","-8.53795"
"95","00:26:5b:1b:24:68","sex","ZON-2460","0","21-07-2017 at 12:36:23","37.135","-8.53635"
"96","0c:47:3d:0a:31:f9","sex","NOS_WIFI_Fon","0","21-07-2017 at 13:02:11","37.137","-8.53883"
"97","58:98:35:3c:8c:5b","sex","MEO-3C8C5B","0","21-07-2017 at 17:11:13","37.1368","-8.53729"
"98","10:fe:ed:8a:18:44","sex","TP-LINK_8A1844","0","21-07-2017 at 14:01:22","37.1351","-8.53677"
"99","84:94:8c:f4:7e:b8","sex","NOS-7EB0","0","21-07-2017 at 13:19:23","37.1352","-8.53842"
"100","00:26:5b:ba:eb:58","sex","ZON-EB50","0","21-07-2017 at 13:19:23","37.1352","-8.53842"
"101","84:94:8c:f4:7e:b9","sex","NOS_WIFI_Fon","0","21-07-2017 at 13:19:23","37.1352","-8.53842"
"102","00:26:5b:ba:eb:59","sex","NOS_WIFI_Fon","0","21-07-2017 at 13:19:23","37.1352","-8.53842"
"103","84:94:8c:a7:53:78","sex","NOS-5370","0","21-07-2017 at 14:00:58","37.1361","-8.5381"
"104","1c:7e:e5:5c:aa:96","sex","EMARPWIFI","0","21-07-2017 at 14:00:58","37.1361","-8.5381"
"105","84:94:8c:a7:53:79","sex","NOS_WIFI_Fon","0","21-07-2017 at 14:00:58","37.1361","-8.5381"
"106","1c:bd:b9:25:8b:77","sex","Armazem","0","21-07-2017 at 13:23:41","37.1349","-8.53818"
"107","1c:7e:e5:5c:aa:92","sex","EMARPWIFI","0","21-07-2017 at 13:55:06","37.1349","-8.5385"
