"_id","bssid","dayoftheweek","ssid","attractiveness","dateTime","latitude","longitude"
"1","84:94:8c:a1:9b:58","seg","NOS-9B50","0","17-07-2017 at 23:49:46","37.1313","-8.55298"
"2","84:94:8c:a1:9b:59","seg","NOS_WIFI_Fon","0","17-07-2017 at 23:49:46","37.1313","-8.55298"
"3","f0:f2:49:d7:68:58","seg","NOS-6850","1","17-07-2017 at 23:49:46","37.1313","-8.55298"
"4","f0:f2:49:d7:68:59","seg","NOS_WIFI_Fon","0","17-07-2017 at 23:49:46","37.1313","-8.55298"
"5","84:94:8c:04:67:09","seg","NOS_WIFI_Fon","0","17-07-2017 at 23:49:46","37.1313","-8.55298"
"6","f2:27:2d:b8:e4:e1","seg","","0","17-07-2017 at 23:49:46","37.1313","-8.55298"
"7","84:94:8c:04:67:08","seg","ZON-6700","0","17-07-2017 at 23:49:46","37.1313","-8.55298"
"8","1c:ab:c0:da:74:b8","seg","Capitao Mor Ameixa","0","17-07-2017 at 19:22:38","37.1313","-8.55298"
"9","1c:ab:c0:da:74:b9","seg","NOS_WIFI_Fon","0","17-07-2017 at 19:22:38","37.1313","-8.55298"
"10","ac:cf:85:ba:57:a9","seg","Hennelly WiFi","0","17-07-2017 at 19:23:00","37.1319","-8.55965"
"11","f0:f2:49:4c:10:78","seg","NOS-1070","0","17-07-2017 at 19:20:35","37.1327","-8.57155"
"12","f0:f2:49:4c:10:79","seg","NOS_WIFI_Fon","0","17-07-2017 at 19:20:35","37.1327","-8.57155"
"13","bc:14:01:07:14:d8","seg","ZON-14D0","0","17-07-2017 at 19:08:45","37.13","-8.53883"
"14","64:77:7d:2a:3f:c8","seg","NOS-3FC0","0","17-07-2017 at 19:08:45","37.13","-8.53883"
"15","bc:14:01:07:14:d9","seg","NOS_WIFI_Fon","0","17-07-2017 at 19:08:45","37.13","-8.53883"
"16","64:77:7d:2a:3f:c9","seg","NOS_WIFI_Fon","0","17-07-2017 at 19:08:45","37.13","-8.53883"
"17","f0:f2:49:57:81:38","seg","NOS-8130","0","17-07-2017 at 09:04:17","37.1328","-8.57132"
"18","f0:f2:49:57:81:39","seg","NOS_WIFI_Fon","0","17-07-2017 at 09:04:17","37.1328","-8.57132"
"19","02:1a:11:fa:67:80","seg","AndroidAP","0","17-07-2017 at 19:20:34","37.1327","-8.57155"
"20","78:8d:f7:08:0c:a8","seg","ZON-0CA0","0","17-07-2017 at 09:04:17","37.1328","-8.57132"
"21","1c:ab:c0:1f:3d:99","seg","NOS_WIFI_Fon","0","17-07-2017 at 22:43:32","37.1313","-8.55298"
"22","00:fc:8d:d1:d6:28","seg","NOS-D620","0","17-07-2017 at 09:06:46","37.1282","-8.5836"
"23","00:fc:8d:d1:d6:29","seg","NOS_WIFI_Fon","0","17-07-2017 at 09:06:46","37.1282","-8.5836"
"24","e4:8d:8c:64:61:c5","seg","alvorferias","0","17-07-2017 at 09:15:32","37.136","-8.56228"
"25","30:b4:9e:0b:32:db","seg","TP-LINK_M5250_0B32DB","0","17-07-2017 at 09:11:27","37.1256","-8.58994"
"26","e4:8d:8c:74:cd:19","seg","alvorferias","0","17-07-2017 at 09:15:32","37.136","-8.56228"
"27","e4:8d:8c:e6:fa:b7","seg","alvorferias","0","17-07-2017 at 09:15:32","37.136","-8.56228"
"28","f0:f2:49:4c:2c:18","seg","NOS-2C10","0","17-07-2017 at 18:19:32","37.1326","-8.57096"
"29","00:fc:8d:68:c5:98","seg","NOS-C590","0","17-07-2017 at 21:39:56","37.1313","-8.55298"
"30","f0:f2:49:4c:2c:19","seg","NOS_WIFI_Fon","0","17-07-2017 at 18:18:59","37.1326","-8.57096"
"31","00:fc:8d:68:c5:99","seg","NOS_WIFI_Fon","0","17-07-2017 at 22:57:14","37.1313","-8.55298"
"32","a8:4e:3f:2a:9a:38","seg","NOS-9A30","0","17-07-2017 at 09:19:37","37.1365","-8.53987"
"33","84:94:8c:a6:cd:68","seg","NOS-CD60","0","17-07-2017 at 09:19:37","37.1365","-8.53987"
"34","e0:b9:e5:ad:88:7b","seg","CASA ONLINE","0","17-07-2017 at 09:19:37","37.1365","-8.53987"
"35","a8:4e:3f:2a:9a:39","seg","NOS_WIFI_Fon","0","17-07-2017 at 09:19:37","37.1365","-8.53987"
"36","e2:b9:e5:ad:88:7c","seg","MEO-WiFi","0","17-07-2017 at 09:19:37","37.1365","-8.53987"
"37","f0:f2:49:11:94:68","seg","NOS-9460","0","17-07-2017 at 09:19:37","37.1365","-8.53987"
"38","84:94:8c:66:ee:68","seg","ZON-EE60","0","17-07-2017 at 09:19:37","37.1365","-8.53987"
"39","f0:f2:49:11:94:69","seg","NOS_WIFI_Fon","0","17-07-2017 at 09:19:37","37.1365","-8.53987"
"40","84:94:8c:a3:5c:28","seg","NOS-5C20","0","17-07-2017 at 09:20:17","37.1372","-8.53818"
"41","84:94:8c:a9:d4:08","seg","NOS-D400","0","17-07-2017 at 09:20:17","37.1372","-8.53818"
"42","22:27:22:cf:a4:a0","seg","CMP User","1","17-07-2017 at 12:33:56","37.1364","-8.5383"
"43","92:2a:a8:94:6b:b5","seg","CMP User","0","17-07-2017 at 09:52:02","37.1368","-8.53873"
"44","82:2a:a8:94:6b:b5","seg","CMP Privado","0","17-07-2017 at 09:52:02","37.1368","-8.53873"
"45","10:fe:ed:8a:18:44","seg","TP-LINK_8A1844","0","17-07-2017 at 09:21:56","37.1369","-8.53708"
"46","00:1f:9f:3e:e2:0b","seg","ThomsonE31AA2","0","17-07-2017 at 11:45:32","37.1367","-8.53854"
"47","80:2a:a8:94:6b:b5","seg","CMP Publico","0","17-07-2017 at 09:52:02","37.1368","-8.53873"
"48","00:26:5b:f5:bc:58","seg","ZON-BC50","0","17-07-2017 at 09:24:53","37.1367","-8.5379"
"49","84:94:8c:67:cd:28","seg","ZON-CD20","0","17-07-2017 at 09:24:53","37.1367","-8.5379"
"50","84:94:8c:66:bc:88","seg","ZON-BC80","0","17-07-2017 at 09:24:53","37.1367","-8.5379"
"51","08:76:ff:04:a2:12","seg","TAMI","0","17-07-2017 at 09:24:53","37.1367","-8.5379"
"52","1c:ab:c0:da:53:98","seg","NOS-5390","0","17-07-2017 at 09:24:53","37.1367","-8.5379"
"53","00:26:5b:84:eb:c8","seg","restaurante o pipo","0","17-07-2017 at 09:24:53","37.1367","-8.5379"
"54","00:26:5b:ba:eb:58","seg","ZON-EB50","0","17-07-2017 at 09:24:53","37.1367","-8.5379"
"55","a4:b1:e9:ed:7f:c0","seg","Barros","0","17-07-2017 at 09:24:53","37.1367","-8.5379"
"56","58:98:35:58:00:cf","seg","CLIPRO","0","17-07-2017 at 09:24:53","37.1367","-8.5379"
"57","a4:b1:e9:45:36:9d","seg","Silvestre","0","17-07-2017 at 09:24:53","37.1367","-8.5379"
"58","00:26:5b:f5:bc:59","seg","NOS_WIFI_Fon","0","17-07-2017 at 09:24:53","37.1367","-8.5379"
"59","84:94:8c:67:cd:29","seg","NOS_WIFI_Fon","0","17-07-2017 at 09:24:53","37.1367","-8.5379"
"60","1c:ab:c0:da:53:99","seg","NOS_WIFI_Fon","0","17-07-2017 at 09:24:53","37.1367","-8.5379"
"61","84:94:8c:66:bc:89","seg","NOS_WIFI_Fon","0","17-07-2017 at 09:24:53","37.1367","-8.5379"
"62","84:94:8c:f0:7d:69","seg","NOS_WIFI_Fon","0","17-07-2017 at 09:24:53","37.1367","-8.5379"
"63","a6:b1:e9:45:36:9e","seg","MEO-WiFi","0","17-07-2017 at 09:24:53","37.1367","-8.5379"
"64","22:27:22:cf:a2:4a","seg","CMP User","1","17-07-2017 at 09:26:07","37.1367","-8.5379"
"65","12:27:22:cf:a2:4a","seg","CMP Privado","0","17-07-2017 at 09:26:07","37.1367","-8.5379"
"66","00:26:5b:48:be:08","seg","Pastelaria Riviera","0","17-07-2017 at 09:25:14","37.1367","-8.5379"
"67","02:27:22:cf:a2:4a","seg","CMP Publico","0","17-07-2017 at 09:26:07","37.1367","-8.5379"
"68","00:26:5b:48:be:09","seg","NOS_WIFI_Fon","0","17-07-2017 at 09:25:14","37.1367","-8.5379"
"69","00:9a:cd:fc:f5:7e","seg","VodafoneMobileWiFi-F57E44","0","17-07-2017 at 09:25:40","37.1367","-8.5379"
"70","22:27:22:55:40:62","seg","CMP User","0","17-07-2017 at 09:26:07","37.1367","-8.5379"
"71","fe:9f:db:83:98:3f","seg","CMP User","0","17-07-2017 at 12:01:33","37.1363","-8.53862"
"72","ee:9f:db:83:98:3f","seg","CMP Privado","0","17-07-2017 at 12:33:56","37.1364","-8.5383"
"73","de:9f:db:83:98:3f","seg","CMP Publico","0","17-07-2017 at 11:46:30","37.1367","-8.53854"
"74","12:27:22:cf:a4:a0","seg","CMP Privado","0","17-07-2017 at 12:33:56","37.1364","-8.5383"
"75","02:27:22:cf:a4:a0","seg","CMP Publico","1","17-07-2017 at 12:33:56","37.1364","-8.5383"
"76","00:e0:3c:30:f3:e7","seg","Connectify-H_Raqui","0","17-07-2017 at 12:33:56","37.1364","-8.5383"
"77","58:98:35:7f:72:41","seg","TELEPAC","0","17-07-2017 at 09:51:42","37.1368","-8.53873"
"78","cc:fd:17:80:c8:f6","seg","NOS_Internet_Movel_C8F6","0","17-07-2017 at 12:33:56","37.1364","-8.5383"
"79","00:fc:8d:bd:61:08","seg","CyNaiLs","0","17-07-2017 at 12:33:56","37.1364","-8.5383"
"80","00:15:6d:fc:d5:97","seg","Portimonense","0","17-07-2017 at 12:33:56","37.1364","-8.5383"
"81","00:fc:8d:bd:61:09","seg","NOS_WIFI_Fon","0","17-07-2017 at 12:32:15","37.1364","-8.5383"
"82","00:05:ca:cc:a0:d9","seg","NOS_WIFI_Fon","0","17-07-2017 at 09:44:12","37.1368","-8.53884"
"83","98:de:d0:b9:3e:46","seg","TP-LINK_3E46","0","17-07-2017 at 12:33:56","37.1364","-8.5383"
"84","00:15:6d:b0:aa:41","seg","Portimonense","0","17-07-2017 at 12:33:56","37.1364","-8.5383"
"85","08:76:ff:84:8a:25","seg","Thomson848A25","0","17-07-2017 at 12:18:52","37.1364","-8.53834"
"86","e0:b9:e5:68:8f:af","seg","MEO-688FAF","0","17-07-2017 at 12:33:56","37.1364","-8.5383"
"87","84:94:8c:a4:8c:98","seg","NOS-8C90","0","17-07-2017 at 12:18:52","37.1364","-8.53834"
"88","84:94:8c:66:ec:08","seg","ZON-EC00","0","17-07-2017 at 12:31:35","37.1364","-8.53831"
"89","84:94:8c:66:f2:a8","seg","ZON-F2A0","0","17-07-2017 at 12:33:56","37.1364","-8.5383"
"90","84:94:8c:66:f2:a9","seg","NOS_WIFI_Fon","0","17-07-2017 at 12:33:56","37.1364","-8.5383"
"91","00:26:5b:1b:24:68","seg","ZON-2460","0","17-07-2017 at 10:41:42","37.1364","-8.53818"
"92","00:fc:8d:68:fd:58","seg","halcon","0","17-07-2017 at 09:51:42","37.1368","-8.53873"
"93","00:05:ca:d8:9c:38","seg","ZON-9C30","0","17-07-2017 at 09:45:35","37.137","-8.53845"
"94","9c:97:26:48:94:33","seg","Amor as Fatias1","0","17-07-2017 at 09:45:13","37.137","-8.53848"
"95","f2:9f:c2:b5:64:8e","seg","AudicaoActiva IN","0","17-07-2017 at 09:45:35","37.137","-8.53845"
"96","d0:5b:a8:31:95:14","seg","VodafoneMobileWiFi-319514","0","17-07-2017 at 09:45:13","37.137","-8.53848"
"97","f0:f2:49:d7:ed:18","seg","NOS-ED10","0","17-07-2017 at 09:45:13","37.137","-8.53848"
"98","38:22:9d:bc:75:5c","seg","Central-Skate-Store","0","17-07-2017 at 09:51:18","37.1368","-8.53873"
"99","00:26:5b:1b:24:69","seg","NOS_WIFI_Fon","0","17-07-2017 at 09:45:13","37.137","-8.53848"
"100","00:fc:8d:68:fd:59","seg","NOS_WIFI_Fon","0","17-07-2017 at 09:51:42","37.1368","-8.53873"
