"_id","bssid","dayoftheweek","ssid","attractiveness","dateTime","latitude","longitude"
"236","84:94:8c:a1:9b:58","dom","NOS-9B50","0","16-07-2017 at 23:59:56","37.1326","-8.57096"
"237","84:94:8c:a1:9b:59","dom","NOS_WIFI_Fon","0","16-07-2017 at 23:59:56","37.1326","-8.57096"
"238","f0:f2:49:d7:68:58","dom","""NOS-6850""","1","23-07-2017 at 15:54:07","37.1326","-8.57109"
"239","f0:f2:49:d7:68:59","dom","NOS_WIFI_Fon","0","16-07-2017 at 23:59:56","37.1326","-8.57096"
"240","f2:27:2d:b8:e4:e1","dom","","0","16-07-2017 at 23:59:56","37.1326","-8.57096"
"241","84:94:8c:04:67:08","dom","ZON-6700","0","16-07-2017 at 23:54:19","37.1326","-8.57096"
"242","84:94:8c:04:67:09","dom","NOS_WIFI_Fon","0","16-07-2017 at 23:59:56","37.1326","-8.57096"
"243","38:d5:47:c5:63:bc","dom","ROVER1","0","23-07-2017 at 23:34:17","37.1181","-8.5436"
"244","32:07:4d:c3:78:e6","dom","Sobral","0","23-07-2017 at 23:49:39","37.1202","-8.54783"
"245","00:26:44:74:34:70","dom","capriciosa","0","23-07-2017 at 23:34:17","37.1181","-8.5436"
"246","10:13:31:1e:e9:a5","dom","PAI-PAULO","0","23-07-2017 at 23:34:17","37.1181","-8.5436"
"247","ac:cf:85:ba:50:70","dom","VodafoneMobileWiFi-507045","0","23-07-2017 at 23:49:39","37.1202","-8.54783"
"248","bc:14:01:ae:a2:78","dom","Irish Rover","0","23-07-2017 at 23:34:17","37.1181","-8.5436"
"249","00:1d:aa:a4:ab:b0","dom","Unknown","0","23-07-2017 at 23:23:38","37.1326","-8.57109"
"250","00:1d:aa:0f:0c:60","dom","14c4pr1","0","23-07-2017 at 23:34:17","37.1181","-8.5436"
"251","02:1d:aa:0c:0c:60","dom","DrayTek-LAN-B","0","23-07-2017 at 23:34:17","37.1181","-8.5436"
"252","64:d1:54:2b:66:57","dom","PPSIRPOCKET","0","23-07-2017 at 23:34:17","37.1181","-8.5436"
"253","f0:f2:49:11:25:b8","dom","MAR A VISTA","0","23-07-2017 at 23:23:38","37.1326","-8.57109"
"254","14:cc:20:e8:59:58","dom","COMANDOS","0","23-07-2017 at 23:34:17","37.1181","-8.5436"
"255","24:0d:c2:36:4b:83","dom","NOS_Internet_Movel_4B83","0","23-07-2017 at 23:23:38","37.1326","-8.57109"
"256","a8:a6:68:7d:c7:a1","dom","NOS_Internet_Movel_7DC7A1","0","23-07-2017 at 23:23:38","37.1326","-8.57109"
"257","bc:14:01:ae:a2:79","dom","NOS_WIFI_Fon","0","23-07-2017 at 23:34:20","37.1181","-8.5436"
"258","f0:f2:49:11:25:b9","dom","NOS_WIFI_Fon","0","23-07-2017 at 23:23:38","37.1326","-8.57109"
"259","f0:f2:49:10:a3:e8","dom","NOS-A3E0","0","23-07-2017 at 23:34:17","37.1181","-8.5436"
"260","f0:f2:49:c9:70:f8","dom","NOS-70F0","0","23-07-2017 at 23:34:17","37.1181","-8.5436"
"261","f0:f2:49:0f:72:48","dom","NOS-7240","0","23-07-2017 at 23:34:17","37.1181","-8.5436"
"262","f8:23:b2:7b:47:4f","dom","HUAWEI_Y6II_D919","0","23-07-2017 at 23:34:17","37.1181","-8.5436"
"263","3c:46:d8:90:71:4a","dom","TP-LINK_M5250_90714A","0","23-07-2017 at 23:34:17","37.1181","-8.5436"
"264","f0:f2:49:10:a3:e9","dom","NOS_WIFI_Fon","0","23-07-2017 at 23:34:20","37.1181","-8.5436"
"265","f0:f2:49:c9:70:f9","dom","NOS_WIFI_Fon","0","23-07-2017 at 23:34:20","37.1181","-8.5436"
"266","f0:f2:49:0f:72:49","dom","NOS_WIFI_Fon","0","23-07-2017 at 23:34:20","37.1181","-8.5436"
"267","f0:f2:49:0f:8e:89","dom","NOS_WIFI_Fon","0","23-07-2017 at 23:34:20","37.1181","-8.5436"
"268","f0:f2:49:0f:8e:88","dom","NOS-8E80","0","23-07-2017 at 23:34:17","37.1181","-8.5436"
"269","00:1d:68:ab:7b:db","dom","tr11311","0","23-07-2017 at 23:34:17","37.1181","-8.5436"
"270","00:34:fe:ea:70:5e","dom","SEXY SPOT","0","23-07-2017 at 23:34:20","37.1181","-8.5436"
"271","9c:97:26:f1:a0:c7","dom","","0","23-07-2017 at 23:49:39","37.1202","-8.54783"
"272","00:50:7f:f8:10:f8","dom","m0r4n61c3","0","23-07-2017 at 23:49:39","37.1202","-8.54783"
"273","c0:11:73:78:89:e7","dom","AndroidAP","0","23-07-2017 at 23:49:39","37.1202","-8.54783"
"274","58:98:35:bd:4d:cc","dom","MEO-BD4DCC","0","23-07-2017 at 23:49:40","37.1202","-8.54783"
"275","24:0d:c2:4a:41:c2","dom","NOS_Internet_Movel_41C2","0","23-07-2017 at 23:49:40","37.1202","-8.54783"
"276","f4:42:8f:a9:82:28","dom","AndroidAP","0","23-07-2017 at 23:49:40","37.1202","-8.54783"
"277","00:26:5b:30:e7:f8","dom","ZON-E7F0","0","23-07-2017 at 23:49:40","37.1202","-8.54783"
"278","00:15:6d:70:45:04","dom","Algarve-Wireless","0","23-07-2017 at 23:49:40","37.1202","-8.54783"
"279","4c:5e:0c:ec:9b:b1","dom","Taffys bar free wifi","0","23-07-2017 at 23:49:39","37.1202","-8.54783"
"280","50:a7:2b:61:9e:a8","dom","NOS-Internet-Movel-9EA8","0","23-07-2017 at 23:49:39","37.1202","-8.54783"
"281","64:70:02:5c:b9:46","dom","wlan","0","23-07-2017 at 23:49:39","37.1202","-8.54783"
"282","40:cb:a8:d0:83:9c","dom","tmn-WiFi-movel-839c","0","23-07-2017 at 23:49:39","37.1202","-8.54783"
