"_id","bssid","dayoftheweek","ssid","attractiveness","dateTime","latitude","longitude"
"93","f0:f2:49:d7:68:58","qui","NOS-6850","0","20-07-2017 at 23:49:47","37.1326","-8.57097"
"94","f0:f2:49:d7:68:59","qui","NOS_WIFI_Fon","0","20-07-2017 at 23:49:47","37.1326","-8.57097"
"95","84:94:8c:a1:9b:58","qui","NOS-9B50","0","20-07-2017 at 23:49:47","37.1326","-8.57097"
"96","84:94:8c:a1:9b:59","qui","NOS_WIFI_Fon","0","20-07-2017 at 23:49:47","37.1326","-8.57097"
"97","84:94:8c:04:67:08","qui","ZON-6700","0","20-07-2017 at 23:49:21","37.1326","-8.57097"
"98","84:94:8c:04:67:09","qui","NOS_WIFI_Fon","0","20-07-2017 at 23:48:53","37.1326","-8.57095"
"99","f2:27:2d:b8:e4:e1","qui","","0","20-07-2017 at 23:49:21","37.1326","-8.57097"
"100","f0:f2:49:11:fd:e9","qui","NOS_WIFI_Fon","0","20-07-2017 at 21:39:01","37.1326","-8.57097"
"101","f0:f2:49:11:fd:e8","qui","NOS-FDE0","0","20-07-2017 at 21:38:39","37.1326","-8.57097"
"102","00:fc:8d:68:c5:98","qui","NOS-C590","0","20-07-2017 at 08:50:33","37.1306","-8.54264"
"103","00:fc:8d:68:c5:99","qui","NOS_WIFI_Fon","0","20-07-2017 at 08:44:49","37.1306","-8.54264"
"104","00:05:ca:88:9e:88","qui","ZON-9E80","0","20-07-2017 at 19:33:55","37.1326","-8.571"
"105","1c:ab:c0:da:74:b8","qui","Capitao Mor Ameixa","0","20-07-2017 at 19:33:33","37.1326","-8.57097"
"106","1c:ab:c0:da:74:b9","qui","NOS_WIFI_Fon","0","20-07-2017 at 19:33:33","37.1326","-8.57097"
"107","f0:f2:49:4c:10:78","qui","NOS-1070","0","20-07-2017 at 19:32:05","37.1326","-8.57126"
"108","f0:f2:49:4c:10:79","qui","NOS_WIFI_Fon","0","20-07-2017 at 19:32:05","37.1326","-8.57126"
"109","ac:cf:85:ba:57:a9","qui","Hennelly WiFi","0","20-07-2017 at 19:31:45","37.1325","-8.57143"
"110","3c:77:e6:a3:72:b9","qui","HP-Print-B9-LaserJet 1102","0","20-07-2017 at 19:32:48","37.1326","-8.57121"
"111","bc:14:01:07:14:d8","qui","ZON-14D0","0","20-07-2017 at 09:18:26","37.1368","-8.53787"
"112","00:05:ca:9e:e7:68","qui","ZON-E760","0","20-07-2017 at 09:18:26","37.1368","-8.53787"
"113","f0:ab:54:7b:80:04","qui","WiFi Hotspot 6493","0","20-07-2017 at 09:18:26","37.1368","-8.53787"
"114","64:77:7d:2a:3f:c8","qui","NOS-3FC0","0","20-07-2017 at 09:18:26","37.1368","-8.53787"
"115","bc:14:01:07:14:d9","qui","NOS_WIFI_Fon","0","20-07-2017 at 09:18:26","37.1368","-8.53787"
"116","00:05:ca:9e:e7:69","qui","NOS_WIFI_Fon","0","20-07-2017 at 09:18:26","37.1368","-8.53787"
"117","64:77:7d:2a:3f:c9","qui","NOS_WIFI_Fon","0","20-07-2017 at 09:18:26","37.1368","-8.53787"
"118","22:27:22:cf:a2:4a","qui","CMP User","0","20-07-2017 at 17:46:14","37.1376","-8.5368"
"119","12:27:22:cf:a2:4a","qui","CMP Privado","0","20-07-2017 at 17:46:14","37.1376","-8.5368"
"120","02:27:22:cf:a2:4a","qui","CMP Publico","0","20-07-2017 at 17:11:05","37.1338","-8.54124"
"121","12:27:22:55:40:62","qui","CMP Privado","0","20-07-2017 at 17:10:40","37.1326","-8.54266"
"122","22:27:22:55:40:62","qui","CMP User","0","20-07-2017 at 17:10:40","37.1326","-8.54266"
"123","92:2a:a8:94:6b:b5","qui","CMP User","0","20-07-2017 at 17:10:40","37.1326","-8.54266"
"124","82:2a:a8:94:6b:b5","qui","CMP Privado","0","20-07-2017 at 17:10:40","37.1326","-8.54266"
"125","02:27:22:55:40:62","qui","CMP Publico","0","20-07-2017 at 17:10:40","37.1326","-8.54266"
"126","80:2a:a8:94:6b:b5","qui","CMP Publico","0","20-07-2017 at 17:10:40","37.1326","-8.54266"
"127","de:9f:db:83:98:3f","qui","CMP Publico","0","20-07-2017 at 17:10:16","37.1334","-8.54218"
"128","32:cd:a7:2d:06:43","qui","DIRECT-NkM2020 Series","0","20-07-2017 at 14:04:20","37.1371","-8.53734"
"129","64:66:b3:de:a8:9c","qui","TP-LINK_DEA89C","0","20-07-2017 at 17:10:16","37.1334","-8.54218"
"130","fe:9f:db:83:98:3f","qui","CMP User","0","20-07-2017 at 17:10:16","37.1334","-8.54218"
