"_id","bssid","dayoftheweek","ssid","attractiveness","dateTime","latitude","longitude"
"1","f0:f2:49:d7:68:58","dom","NOS-6850","1","16-07-2017 at 23:49:58","37.1326","-8.57097"
"2","84:94:8c:04:67:08","dom","ZON-6700","0","16-07-2017 at 23:49:32","37.1326","-8.57096"
"3","f0:f2:49:d7:68:59","dom","NOS_WIFI_Fon","0","16-07-2017 at 23:49:58","37.1326","-8.57097"
"4","84:94:8c:04:67:09","dom","NOS_WIFI_Fon","0","16-07-2017 at 23:44:26","37.1326","-8.57097"
"5","f0:f2:49:11:fd:e8","dom","NOS-FDE0","0","16-07-2017 at 23:32:52","37.1326","-8.57097"
"6","f0:f2:49:11:fd:e9","dom","NOS_WIFI_Fon","0","16-07-2017 at 23:43:53","37.1326","-8.57097"
"7","84:94:8c:a1:9b:58","dom","NOS-9B50","0","16-07-2017 at 23:49:58","37.1326","-8.57097"
"8","84:94:8c:a1:9b:59","dom","NOS_WIFI_Fon","0","16-07-2017 at 23:49:58","37.1326","-8.57097"
"9","1c:ab:c0:1f:3d:98","dom","AJFA","0","16-07-2017 at 23:43:53","37.1326","-8.57097"
"10","1c:ab:c0:1f:3d:99","dom","NOS_WIFI_Fon","0","16-07-2017 at 23:43:53","37.1326","-8.57097"
"11","f2:27:2d:b8:e4:e1","dom","","0","16-07-2017 at 23:49:58","37.1326","-8.57097"
"12","00:05:ca:88:9e:88","dom","ZON-9E80","0","16-07-2017 at 18:00:06","37.1326","-8.57095"
"13","00:05:ca:89:4f:28","dom","ZON-4F20","0","16-07-2017 at 15:43:21","37.1326","-8.57096"
"14","00:05:ca:89:4f:29","dom","NOS_WIFI_Fon","0","16-07-2017 at 15:44:13","37.1326","-8.57096"
"15","00:05:ca:88:9e:89","dom","NOS_WIFI_Fon","0","16-07-2017 at 18:00:06","37.1326","-8.57095"
"16","00:fc:8d:68:c5:98","dom","NOS-C590","0","16-07-2017 at 22:37:45","37.1326","-8.57097"
"17","00:fc:8d:68:c5:99","dom","NOS_WIFI_Fon","0","16-07-2017 at 23:16:48","37.1326","-8.57096"
"18","aa:66:7f:e2:49:c5","dom","Dougie’s iPhone","0","16-07-2017 at 16:07:54","37.1327","-8.57108"
