"_id","bssid","dayoftheweek","ssid","attractiveness","dateTime","latitude","longitude"
"1","84:94:8c:a1:9b:58","ter","NOS-9B50","0","18-07-2017 at 23:50:02","37.1324","-8.56847"
"2","84:94:8c:a1:9b:59","ter","NOS_WIFI_Fon","0","18-07-2017 at 23:50:02","37.1324","-8.56847"
"3","f0:f2:49:11:fd:e8","ter","NOS-FDE0","0","18-07-2017 at 21:46:06","37.1326","-8.57097"
"4","f0:f2:49:11:fd:e9","ter","NOS_WIFI_Fon","0","18-07-2017 at 21:46:06","37.1326","-8.57097"
"5","f0:f2:49:d7:68:58","ter","NOS-6850","1","18-07-2017 at 23:50:02","37.1324","-8.56847"
"6","f0:f2:49:d7:68:59","ter","NOS_WIFI_Fon","0","18-07-2017 at 23:50:02","37.1324","-8.56847"
"7","84:94:8c:04:67:08","ter","ZON-6700","0","18-07-2017 at 23:50:02","37.1324","-8.56847"
"8","84:94:8c:04:67:09","ter","NOS_WIFI_Fon","0","18-07-2017 at 23:50:02","37.1324","-8.56847"
"9","f2:27:2d:b8:e4:e1","ter","","0","18-07-2017 at 06:17:34","37.1313","-8.55298"
"10","1c:ab:c0:1f:3d:98","ter","AJFA","0","18-07-2017 at 21:41:45","37.1326","-8.57096"
"11","00:fc:8d:68:c5:99","ter","NOS_WIFI_Fon","0","18-07-2017 at 00:14:10","37.1313","-8.55298"
"12","00:fc:8d:68:c5:98","ter","NOS-C590","0","18-07-2017 at 08:17:45","37.1313","-8.55298"
"13","f0:f2:49:4c:10:78","ter","NOS-1070","0","18-07-2017 at 20:17:28","37.1324","-8.56847"
"14","ac:cf:85:ba:57:a9","ter","Hennelly WiFi","0","18-07-2017 at 08:51:38","37.1332","-8.57301"
"15","f0:f2:49:4c:10:79","ter","NOS_WIFI_Fon","0","18-07-2017 at 20:17:54","37.1324","-8.56847"
"16","1c:ab:c0:da:74:b8","ter","Capitao Mor Ameixa","0","18-07-2017 at 20:20:00","37.1324","-8.56847"
"17","1c:ab:c0:da:74:b9","ter","NOS_WIFI_Fon","0","18-07-2017 at 20:20:00","37.1324","-8.56847"
"18","3c:77:e6:a3:72:b9","ter","HP-Print-B9-LaserJet 1102","0","18-07-2017 at 20:20:00","37.1324","-8.56847"
"19","bc:14:01:07:14:d8","ter","ZON-14D0","0","18-07-2017 at 09:13:09","37.137","-8.53734"
