"_id","bssid","dayoftheweek","ssid","attractiveness","dateTime","latitude","longitude"
"2","f0:f2:49:d7:68:58","sáb","""NOS-6850""","1","22-07-2017 at 23:12:05","37.1326","-8.57109"
"3","f0:f2:49:d7:68:59","sáb","NOS_WIFI_Fon","0","22-07-2017 at 22:58:32","37.1326","-8.57109"
"4","84:94:8c:a1:9b:59","sáb","NOS_WIFI_Fon","0","22-07-2017 at 22:58:32","37.1326","-8.57109"
"5","84:94:8c:a1:9b:58","sáb","NOS-9B50","0","22-07-2017 at 22:58:32","37.1326","-8.57109"
"6","84:94:8c:04:67:08","sáb","ZON-6700","0","22-07-2017 at 22:54:49","37.1326","-8.57108"
"7","84:94:8c:04:67:09","sáb","NOS_WIFI_Fon","0","22-07-2017 at 22:55:09","37.1326","-8.57108"
"8","f2:27:2d:b8:e4:e1","sáb","","0","22-07-2017 at 22:46:42","37.1326","-8.57097"
"9","00:fc:8d:68:c5:98","sáb","NOS-C590","0","22-07-2017 at 22:56:51","37.1326","-8.57109"
"10","00:05:ca:88:9e:89","sáb","NOS_WIFI_Fon","0","22-07-2017 at 22:55:09","37.1326","-8.57108"
"11","1c:ab:c0:1f:3d:98","sáb","AJFA","0","22-07-2017 at 22:58:32","37.1326","-8.57109"
"12","1c:ab:c0:1f:3d:99","sáb","NOS_WIFI_Fon","0","22-07-2017 at 22:58:32","37.1326","-8.57109"
"13","f0:f2:49:11:fd:e8","sáb","NOS-FDE0","0","22-07-2017 at 22:49:24","37.1327","-8.57104"
"14","f0:f2:49:11:fd:e9","sáb","NOS_WIFI_Fon","0","22-07-2017 at 22:49:24","37.1327","-8.57104"
"15","00:05:ca:88:9e:88","sáb","ZON-9E80","0","22-07-2017 at 22:55:09","37.1326","-8.57108"
"16","1c:ab:c0:da:74:b8","sáb","Capitao Mor Ameixa","0","22-07-2017 at 19:42:29","37.1328","-8.571"
"17","1c:ab:c0:da:74:b9","sáb","NOS_WIFI_Fon","0","22-07-2017 at 19:42:29","37.1328","-8.571"
"18","84:94:8c:f9:07:a8","sáb","NOS-07A0","0","22-07-2017 at 16:54:01","37.1328","-8.57125"
"19","84:94:8c:f9:07:a9","sáb","NOS_WIFI_Fon","0","22-07-2017 at 13:43:21","37.1329","-8.5715"
"20","f0:f2:49:4c:10:78","sáb","NOS-1070","0","22-07-2017 at 17:05:38","37.1466","-8.54837"
"21","f0:f2:49:4c:10:79","sáb","NOS_WIFI_Fon","0","22-07-2017 at 17:05:38","37.1466","-8.54837"
"22","ac:cf:85:ba:57:a9","sáb","Hennelly WiFi","0","22-07-2017 at 19:42:29","37.1328","-8.571"
"23","bc:14:01:07:14:d8","sáb","ZON-14D0","0","22-07-2017 at 11:57:46","37.1213","-8.58899"
"24","84:94:8c:63:17:58","sáb","ZON-1750","0","22-07-2017 at 11:40:34","37.1245","-8.58897"
"25","bc:14:01:a1:72:18","sáb","ZON-7210","0","22-07-2017 at 11:40:34","37.1245","-8.58897"
"26","bc:14:01:07:14:d9","sáb","NOS_WIFI_Fon","0","22-07-2017 at 11:57:51","37.1213","-8.58899"
"27","84:94:8c:63:17:59","sáb","NOS_WIFI_Fon","0","22-07-2017 at 11:40:34","37.1245","-8.58897"
"28","3c:77:e6:a3:72:b9","sáb","HP-Print-B9-LaserJet 1102","0","22-07-2017 at 19:42:53","37.1328","-8.571"
"29","64:77:7d:2a:3f:c8","sáb","NOS-3FC0","0","22-07-2017 at 11:57:51","37.1213","-8.58899"
"30","64:77:7d:2a:3f:c9","sáb","NOS_WIFI_Fon","0","22-07-2017 at 11:57:51","37.1213","-8.58899"
"31","a8:4e:3f:33:d2:28","sáb","NOS-D220","0","22-07-2017 at 11:57:46","37.1213","-8.58899"
"32","f0:f2:49:4c:d7:38","sáb","NOS-D730","0","22-07-2017 at 11:57:46","37.1213","-8.58899"
"33","00:fc:8d:be:db:a8","sáb","NOS-DBA0","0","22-07-2017 at 17:06:01","37.1356","-8.54985"
"34","f0:f2:49:59:b3:68","sáb","clarisse","0","22-07-2017 at 11:57:51","37.1213","-8.58899"
"35","a8:4e:3f:33:d2:29","sáb","NOS_WIFI_Fon","0","22-07-2017 at 11:57:51","37.1213","-8.58899"
"36","f0:f2:49:4c:d7:39","sáb","NOS_WIFI_Fon","0","22-07-2017 at 11:57:51","37.1213","-8.58899"
