"_id","bssid","dayoftheweek","ssid","attractiveness","dateTime","latitude","longitude"
"483","00:00:00:00:00:00","ter","0x","1","25-07-2017 at 10:17:32","37.137","-8.53866"
"484","22:27:22:cf:a4:a0","ter","CMP User","1","25-07-2017 at 17:21:01","37.1288","-8.58298"
"485","00:1a:dd:2f:0f:0c","ter","SMPC_MOVEL","0","25-07-2017 at 17:21:01","37.1288","-8.58298"
"486","12:27:22:cf:a4:a0","ter","CMP Privado","0","25-07-2017 at 17:21:01","37.1288","-8.58298"
"487","00:05:ca:d8:9c:38","ter","ZON-9C30","0","25-07-2017 at 17:01:27","37.1368","-8.53873"
"488","02:27:22:cf:a4:a0","ter","CMP Publico","0","25-07-2017 at 17:21:01","37.1288","-8.58298"
"489","00:15:6d:b0:aa:41","ter","Portimonense","0","25-07-2017 at 17:06:38","37.1368","-8.53872"
"490","58:98:35:7f:72:41","ter","TELEPAC","0","25-07-2017 at 10:25:56","37.1373","-8.53877"
"491","64:66:b3:de:a8:9c","ter","TP-LINK_DEA89C","0","25-07-2017 at 10:22:34","37.1368","-8.53843"
"492","32:cd:a7:2d:06:43","ter","DIRECT-NkM2020 Series","0","25-07-2017 at 10:22:07","37.1364","-8.53761"
"493","fe:9f:db:83:98:3f","ter","CMP User","0","25-07-2017 at 16:55:11","37.1368","-8.53873"
"494","92:2a:a8:94:6b:b5","ter","CMP User","0","25-07-2017 at 10:22:34","37.1368","-8.53843"
"495","ee:9f:db:83:98:3f","ter","CMP Privado","0","25-07-2017 at 17:06:38","37.1368","-8.53872"
"496","82:2a:a8:94:6b:b5","ter","CMP Privado","0","25-07-2017 at 10:22:34","37.1368","-8.53843"
"497","12:27:22:55:40:62","ter","CMP Privado","0","25-07-2017 at 10:22:34","37.1368","-8.53843"
"498","22:27:22:55:40:62","ter","CMP User","0","25-07-2017 at 10:22:34","37.1368","-8.53843"
"499","02:27:22:55:40:62","ter","CMP Publico","0","25-07-2017 at 10:22:34","37.1368","-8.53843"
"500","80:2a:a8:94:6b:b5","ter","CMP Publico","0","25-07-2017 at 10:22:34","37.1368","-8.53843"
"501","de:9f:db:83:98:3f","ter","CMP Publico","0","25-07-2017 at 17:06:38","37.1368","-8.53872"
"502","12:27:22:cf:a2:4a","ter","CMP Privado","0","25-07-2017 at 14:01:37","37.138","-8.53722"
"503","22:27:22:cf:a2:4a","ter","CMP User","0","25-07-2017 at 14:01:37","37.138","-8.53722"
"504","02:27:22:cf:a2:4a","ter","CMP Publico","0","25-07-2017 at 14:01:37","37.138","-8.53722"
"505","84:94:8c:f4:7e:b8","ter","NOS-7EB0","0","25-07-2017 at 14:01:37","37.138","-8.53722"
"506","c4:ea:1d:14:3b:c7","ter","MEO-143BC7","0","25-07-2017 at 17:32:10","37.1329","-8.57135"
"507","10:fe:ed:8a:18:44","ter","TP-LINK_8A1844","0","25-07-2017 at 14:01:37","37.138","-8.53722"
"508","9c:b6:54:e3:43:af","ter","HP-Print-AF-Deskjet 2540 series","0","25-07-2017 at 10:19:25","37.1364","-8.53755"
"509","00:26:5b:ba:eb:58","ter","ZON-EB50","0","25-07-2017 at 14:08:40","37.1379","-8.53713"
"510","58:98:35:3c:8c:5b","ter","MEO-3C8C5B","0","25-07-2017 at 10:19:51","37.1364","-8.53744"
"511","84:94:8c:f4:7e:b9","ter","NOS_WIFI_Fon","0","25-07-2017 at 14:01:37","37.138","-8.53722"
"512","84:94:8c:67:cd:29","ter","NOS_WIFI_Fon","0","25-07-2017 at 10:19:51","37.1364","-8.53744"
"513","00:26:5b:ba:eb:59","ter","NOS_WIFI_Fon","0","25-07-2017 at 14:08:41","37.1379","-8.53713"
"514","f0:f2:49:4d:a0:a9","ter","NOS_WIFI_Fon","0","25-07-2017 at 10:19:25","37.1364","-8.53755"
"515","c4:ea:1d:44:2b:0f","ter","MEO-442B0F","0","25-07-2017 at 10:21:42","37.1364","-8.53776"
"516","64:77:7d:ef:09:b8","ter","NOS-09B0","0","25-07-2017 at 10:20:14","37.1363","-8.5374"
"517","80:ea:23:2d:2f:24","ter","PS4-660C5502D112","0","25-07-2017 at 10:20:14","37.1363","-8.5374"
"518","84:94:8c:66:bc:88","ter","ZON-BC80","0","25-07-2017 at 10:22:07","37.1364","-8.53761"
"519","64:77:7d:ef:09:b9","ter","NOS_WIFI_Fon","0","25-07-2017 at 10:20:14","37.1363","-8.5374"
"520","84:94:8c:66:bc:89","ter","NOS_WIFI_Fon","0","25-07-2017 at 10:22:07","37.1364","-8.53761"
"521","00:26:5b:f5:bc:58","ter","ZON-BC50","0","25-07-2017 at 17:32:10","37.1329","-8.57135"
"522","a8:4e:3f:1b:4c:a8","ter","NOS-4CA0","0","25-07-2017 at 14:01:37","37.138","-8.53722"
"523","a4:b1:e9:ed:7f:c0","ter","Barros","0","25-07-2017 at 14:01:37","37.138","-8.53722"
"524","9c:97:26:cd:d8:dd","ter","Vodafone-CDD8DD","0","25-07-2017 at 14:01:37","37.138","-8.53722"
"525","10:da:43:d5:f3:fe","ter","NETGEAR37","0","25-07-2017 at 10:21:42","37.1364","-8.53776"
"526","bc:4d:fb:50:d3:a8","ter","Masala House","0","25-07-2017 at 10:19:51","37.1364","-8.53744"
"527","00:26:5b:f5:bc:59","ter","NOS_WIFI_Fon","0","25-07-2017 at 17:32:10","37.1329","-8.57135"
"528","a6:b1:e9:ed:7f:c1","ter","MEO-WiFi","0","25-07-2017 at 14:01:37","37.138","-8.53722"
