"_id","bssid","dayoftheweek","ssid","attractiveness","dateTime","latitude","longitude"
"1","a4:b1:e9:6b:4b:b7","seg","MEO-6B4BB7","0","30-01-2017 at 07:49:16","37.2013","-8.59598"
"2","9c:97:26:69:6c:1f","seg","VCBWLAN","0","30-01-2017 at 07:30:37","37.2034","-8.59033"
"3","00:1f:9f:ff:0d:b2","seg","MEO-FF0DB2","0","30-01-2017 at 07:48:13","37.2034","-8.5904"
"4","00:24:17:43:aa:ce","seg","ThomsonF75B5F","0","30-01-2017 at 07:51:19","37.1575","-8.61648"
"5","00:26:5b:15:85:79","seg","FON_ZON_FREE_INTERNET","1","30-01-2017 at 07:55:20","37.1616","-8.55727"
"6","f0:f2:49:56:bd:c9","seg","FON_ZON_FREE_INTERNET","0","30-01-2017 at 07:55:20","37.1616","-8.55727"
"7","a8:4e:3f:35:15:49","seg","FON_ZON_FREE_INTERNET","0","30-01-2017 at 07:57:53","37.146","-8.54241"
"8","bc:14:01:06:5f:98","seg","ZON-5F90","0","30-01-2017 at 07:58:23","37.1427","-8.54496"
"9","f0:f2:49:99:15:08","seg","NOS-1500","0","30-01-2017 at 07:58:23","37.1427","-8.54496"
"10","00:05:ca:8c:1e:08","seg","ZON-1E00","0","30-01-2017 at 07:58:23","37.1427","-8.54496"
"11","bc:14:01:06:5f:99","seg","FON_ZON_FREE_INTERNET","0","30-01-2017 at 07:58:23","37.1427","-8.54496"
"12","f0:f2:49:99:15:09","seg","FON_ZON_FREE_INTERNET","0","30-01-2017 at 07:58:23","37.1427","-8.54496"
"13","c4:ea:1d:1e:89:17","seg","MEO-1E8917","0","30-01-2017 at 07:58:23","37.1427","-8.54496"
"14","30:b5:c2:c2:8c:18","seg","4BCO-2","0","30-01-2017 at 07:58:23","37.1427","-8.54496"
"15","00:26:5b:7f:a6:08","seg","ZON-A600","0","30-01-2017 at 07:58:23","37.1427","-8.54496"
"16","00:05:ca:cc:5b:38","seg","CASA","0","30-01-2017 at 07:58:23","37.1427","-8.54496"
"17","00:05:ca:cc:51:58","seg","ZON-5150","0","30-01-2017 at 07:58:23","37.1427","-8.54496"
"18","00:26:44:a3:16:0d","seg","MEO-A3160D","0","30-01-2017 at 07:58:23","37.1427","-8.54496"
"19","ec:08:6b:57:b0:2f","seg","ZON-51501","0","30-01-2017 at 07:58:23","37.1427","-8.54496"
"20","a4:2b:b0:e3:89:34","seg","MEO-19C425","0","30-01-2017 at 07:58:23","37.1427","-8.54496"
"21","24:ec:99:40:90:51","seg","MEO-409051","0","30-01-2017 at 07:58:23","37.1427","-8.54496"
"22","c6:ea:1d:1e:89:18","seg","MEO-WiFi","0","30-01-2017 at 07:58:23","37.1427","-8.54496"
"23","00:26:5b:7f:a6:09","seg","FON_ZON_FREE_INTERNET","0","30-01-2017 at 07:58:23","37.1427","-8.54496"
"24","00:05:ca:cc:51:59","seg","FON_ZON_FREE_INTERNET","0","30-01-2017 at 07:58:23","37.1427","-8.54496"
"25","26:ec:99:40:90:52","seg","MEO-WiFi","0","30-01-2017 at 07:58:23","37.1427","-8.54496"
"26","68:b6:fc:b0:58:89","seg","FON_ZON_FREE_INTERNET","0","30-01-2017 at 07:58:23","37.1427","-8.54496"
"27","00:26:5b:2e:45:c8","seg","WH","0","30-01-2017 at 07:58:23","37.1427","-8.54496"
"28","68:b6:fc:b1:66:f8","seg","FIGUEIRAS","0","30-01-2017 at 07:58:23","37.1427","-8.54496"
"29","d8:fb:5e:02:fd:26","seg","Cabovisao-2AB7","0","30-01-2017 at 07:58:23","37.1427","-8.54496"
"30","a8:4e:3f:2c:ed:f8","seg","NOS-EDF0","0","30-01-2017 at 07:58:23","37.1427","-8.54496"
"31","a4:2b:b0:b1:1a:47","seg","melissa","0","30-01-2017 at 07:58:23","37.1427","-8.54496"
"32","40:4a:03:82:3b:6d","seg","SAPO-ZL88302","0","30-01-2017 at 07:58:23","37.1427","-8.54496"
"33","a4:b1:e9:ae:13:7d","seg","Prestes","0","30-01-2017 at 07:58:23","37.1427","-8.54496"
"34","00:05:ca:7b:18:e8","seg","Unknown","0","30-01-2017 at 07:58:23","37.1427","-8.54496"
"35","58:98:35:7d:6c:63","seg","Casa","0","30-01-2017 at 07:58:23","37.1427","-8.54496"
"36","68:b6:fc:b1:66:f9","seg","FON_ZON_FREE_INTERNET","0","30-01-2017 at 07:58:24","37.1427","-8.54496"
"37","00:26:5b:2e:45:c9","seg","FON_ZON_FREE_INTERNET","0","30-01-2017 at 07:58:24","37.1427","-8.54496"
"38","00:05:ca:8c:1e:09","seg","FON_ZON_FREE_INTERNET","0","30-01-2017 at 07:58:24","37.1427","-8.54496"
"39","a8:4e:3f:2c:ed:f9","seg","FON_ZON_FREE_INTERNET","0","30-01-2017 at 07:58:24","37.1427","-8.54496"
"40","9e:97:26:11:f9:37","seg","MEO-WiFi","0","30-01-2017 at 07:58:24","37.1427","-8.54496"
"41","00:05:ca:be:d6:89","seg","FON_ZON_FREE_INTERNET","0","30-01-2017 at 07:58:24","37.1427","-8.54496"
"42","a6:b1:e9:ae:13:7e","seg","MEO-WiFi","0","30-01-2017 at 07:58:24","37.1427","-8.54496"
"43","00:26:5b:06:b8:d9","seg","FON_ZON_FREE_INTERNET","0","30-01-2017 at 07:58:24","37.1427","-8.54496"
"44","f0:f2:49:4d:c6:c9","seg","FON_ZON_FREE_INTERNET","1","30-01-2017 at 07:59:32","37.1388","-8.54352"
"45","00:15:6d:f8:c7:ee","seg","Wireless-PTM","0","30-01-2017 at 07:59:32","37.1388","-8.54352"
