"_id","bssid","dayoftheweek","ssid","attractiveness","dateTime","latitude","longitude"
"1","a4:b1:e9:6b:4b:b7","qui","MEO-6B4BB7","1","22-06-2017 at 23:59:42","37.2033","-8.59037"
"2","00:1f:9f:ff:0d:b2","qui","MEO-FF0DB2","0","22-06-2017 at 19:14:01","37.2033","-8.59037"
"3","00:1f:9f:90:ba:9b","qui","Thomson44D29D","0","22-06-2017 at 07:51:34","37.202","-8.58893"
"4","a0:1d:48:f2:f4:b6","qui","HP-Print-B6-Photosmart 5520","0","22-06-2017 at 07:53:47","37.1935","-8.58956"
"5","c0:4a:00:cb:16:c5","qui"," Luis","0","22-06-2017 at 07:52:15","37.2021","-8.58893"
"6","00:24:17:43:aa:ce","qui","ThomsonF75B5F","0","22-06-2017 at 19:11:06","37.1959","-8.5901"
"7","e4:8d:8c:64:61:c9","qui","casadogalosolar","0","22-06-2017 at 19:10:21","37.189","-8.58764"
"8","00:26:5b:15:85:78","qui","ZON-8570","0","22-06-2017 at 07:57:47","37.1618","-8.57573"
"9","00:26:5b:15:85:79","qui","NOS_WIFI_Fon","0","22-06-2017 at 07:57:47","37.1618","-8.57573"
"10","4e:5e:0c:30:ef:e9","qui","","0","22-06-2017 at 13:37:41","37.1349","-8.53726"
"11","d4:ca:6d:e0:e3:4d","qui","WiFi Frota Azul 854","0","22-06-2017 at 07:59:45","37.1581","-8.54237"
"12","70:52:c5:ac:e4:10","qui","chbaw","0","22-06-2017 at 08:00:45","37.1541","-8.53817"
"13","f0:f2:49:99:15:09","qui","NOS_WIFI_Fon","0","22-06-2017 at 08:03:47","37.1392","-8.54466"
"14","f0:f2:49:11:79:08","qui","NOS-7900","0","22-06-2017 at 08:04:26","37.1371","-8.54255"
"15","00:05:ca:70:a9:88","qui","ZON-A980","0","22-06-2017 at 08:04:26","37.1371","-8.54255"
"16","00:05:ca:a2:0a:88","qui","ZON-0A80","0","22-06-2017 at 08:04:26","37.1371","-8.54255"
"17","f0:f2:49:4d:c6:c8","qui","NOS-C6C0","0","22-06-2017 at 08:04:26","37.1371","-8.54255"
"18","a0:63:91:65:c4:dd","qui","NOS-C6C0_EXT","0","22-06-2017 at 08:04:26","37.1371","-8.54255"
"19","f0:f2:49:4d:c6:c9","qui","NOS_WIFI_Fon","0","22-06-2017 at 08:04:26","37.1371","-8.54255"
"20","c0:ac:54:f6:0b:6e","qui","Cabovisao-33C8","0","22-06-2017 at 08:04:26","37.1371","-8.54255"
"21","36:69:87:8c:9e:b8","qui","MEO-8C9EB8","0","22-06-2017 at 08:04:26","37.1371","-8.54255"
"22","58:98:35:bb:aa:fd","qui","QuiosqueM","0","22-06-2017 at 18:08:55","37.1437","-8.5485"
"23","00:24:17:cf:f7:30","qui","ThomsonCFF730","0","22-06-2017 at 18:08:55","37.1437","-8.5485"
"24","00:26:44:9f:28:79","qui","MINA","0","22-06-2017 at 18:08:55","37.1437","-8.5485"
"25","bc:14:01:b0:3f:e9","qui","NOS_WIFI_Fon","0","22-06-2017 at 08:04:26","37.1371","-8.54255"
"26","00:26:5b:7e:ac:88","qui","ZON-AC80","0","22-06-2017 at 17:23:16","37.1391","-8.54243"
"27","00:16:0a:19:9d:ac","qui","MDNSALA10","0","22-06-2017 at 17:23:16","37.1391","-8.54243"
"28","00:05:ca:6a:6e:d8","qui","Varela","0","22-06-2017 at 08:04:26","37.1371","-8.54255"
"29","4e:5e:0c:a7:58:7c","qui","Infodinamica","0","22-06-2017 at 17:23:16","37.1391","-8.54243"
"30","00:26:5b:ba:9e:68","qui","ZON-9E60","0","22-06-2017 at 17:23:16","37.1391","-8.54243"
"31","e0:ca:94:b0:d9:ef","qui","Cabovisao-D9E9","0","22-06-2017 at 17:23:16","37.1391","-8.54243"
"32","58:98:35:5a:41:11","qui","MEO-5A4111","0","22-06-2017 at 08:04:26","37.1371","-8.54255"
"33","48:28:2f:f0:8f:87","qui","Optimus_Kanguru_4G","0","22-06-2017 at 08:04:26","37.1371","-8.54255"
"34","84:94:8c:7d:71:b8","qui","ZON-71B0","0","22-06-2017 at 17:23:38","37.1394","-8.54296"
"35","a8:4e:3f:2c:e5:b8","qui","NOS-E5B0","0","22-06-2017 at 08:04:26","37.1371","-8.54255"
"36","00:26:44:96:36:59","qui","Thomson963659","0","22-06-2017 at 17:23:16","37.1391","-8.54243"
"37","00:26:5b:7e:ac:89","qui","NOS_WIFI_Fon","0","22-06-2017 at 17:23:16","37.1391","-8.54243"
"38","00:26:5b:ba:9e:69","qui","NOS_WIFI_Fon","0","22-06-2017 at 08:04:26","37.1371","-8.54255"
"39","1c:ab:c0:f8:e8:29","qui","NOS_WIFI_Fon","0","22-06-2017 at 17:23:16","37.1391","-8.54243"
"40","e0:b9:e5:68:9b:27","qui","casa","0","22-06-2017 at 08:04:54","37.1372","-8.54082"
"41","84:94:8c:69:13:a8","qui","ZON-13A0","0","22-06-2017 at 08:04:54","37.1372","-8.54082"
"42","60:e3:27:ce:d4:be","qui","TP-LINK_D4BE","0","22-06-2017 at 08:04:54","37.1372","-8.54082"
"43","68:b6:fc:85:53:88","qui","ZON-5380","0","22-06-2017 at 17:22:56","37.1383","-8.54245"
"44","98:de:d0:c3:5b:07","qui","casa","0","22-06-2017 at 08:04:54","37.1372","-8.54082"
