"_id","bssid","dayoftheweek","ssid","attractiveness","dateTime","latitude","longitude"
"1326","a4:b1:e9:6b:4b:b7","qui","MEO-6B4BB7","0","11-05-2017 at 08:05:28","37.2035","-8.59037"
"1327","00:1f:9f:ff:0d:b2","qui","MEO-FF0DB2","0","11-05-2017 at 08:05:28","37.2035","-8.59037"
"1328","58:98:35:79:28:e1","qui","LOTE  136","0","11-05-2017 at 08:05:04","37.2035","-8.5904"
"1329","9c:97:26:69:6c:1f","qui","VCBWLAN","0","11-05-2017 at 08:05:28","37.2035","-8.59037"
"1330","a4:b1:e9:9e:f9:ba","qui","MEO","0","11-05-2017 at 08:08:27","37.1814","-8.58396"
"1331","38:63:bb:75:e4:58","qui","HP-Print-58-Officejet Pro 8620","0","11-05-2017 at 08:08:27","37.1814","-8.58396"
"1332","e4:8d:8c:64:61:c9","qui","casadogalosolar","0","11-05-2017 at 08:09:07","37.1768","-8.57971"
"1333","80:13:82:56:16:76","qui","NOS_Internet_1676","0","11-05-2017 at 08:14:48","37.1468","-8.58245"
"1334","64:70:02:a9:0b:d9","qui","skydiveclient","0","11-05-2017 at 08:14:48","37.1468","-8.58245"
"1335","dc:d9:16:d2:1e:08","qui","NOS_Internet_1E08","0","11-05-2017 at 08:15:46","37.1428","-8.57911"
"1336","bc:4d:fb:53:52:a8","qui","NOS-52A0","0","11-05-2017 at 08:40:01","37.1394","-8.57162"
"1337","08:76:ff:06:ec:dd","qui","TOME","0","11-05-2017 at 08:40:21","37.1394","-8.57159"
"1338","bc:4d:fb:53:52:a9","qui","NOS_WIFI_Fon","0","11-05-2017 at 08:40:01","37.1394","-8.57162"
"1339","bc:4d:fb:53:4c:78","qui","NOS-4C70","1","11-05-2017 at 08:41:11","37.1376","-8.56789"
"1340","a8:4e:3f:2c:ec:e8","qui","vieira","0","11-05-2017 at 08:18:05","37.1395","-8.57155"
"1341","a8:4e:3f:2c:ec:e9","qui","NOS_WIFI_Fon","0","11-05-2017 at 08:18:05","37.1395","-8.57155"
"1342","a4:b1:e9:d8:eb:7f","qui","VILLA194","0","11-05-2017 at 08:19:34","37.1395","-8.57153"
"1343","bc:4d:fb:53:4c:79","qui","NOS_WIFI_Fon","0","11-05-2017 at 08:39:41","37.1394","-8.57163"
"1344","9c:97:26:d6:0a:03","qui","MEO-D60A03","0","11-05-2017 at 08:37:50","37.1396","-8.57155"
"1345","f0:34:04:03:ca:42","qui","NOS_Internet_Movel_CA42","0","11-05-2017 at 08:39:21","37.1395","-8.57153"
"1346","b0:5b:67:db:70:e9","qui","WiFi_70E9","0","11-05-2017 at 08:41:11","37.1376","-8.56789"
"1347","00:3a:98:ee:83:51","qui","WIFI-PROFESSORES","0","11-05-2017 at 08:41:41","37.1374","-8.56629"
"1348","00:3a:98:ee:83:50","qui","WIFI-ALUNOS","0","11-05-2017 at 08:41:41","37.1374","-8.56629"
"1349","e4:8d:8c:f8:06:37","qui","MIRACHOROHOTEIS","0","11-05-2017 at 08:46:14","37.1273","-8.54619"
"1350","00:05:ca:79:2b:78","qui","ARTISTA","0","11-05-2017 at 08:42:44","37.1362","-8.56151"
"1351","00:05:ca:79:2b:79","qui","NOS_WIFI_Fon","0","11-05-2017 at 08:42:44","37.1362","-8.56151"
"1352","a8:4e:3f:35:2b:58","qui","NOS-2B50","0","11-05-2017 at 08:43:22","37.1347","-8.55511"
"1353","00:05:ca:6f:66:c8","qui","ZON-66C0","0","11-05-2017 at 08:43:22","37.1347","-8.55511"
"1354","a8:4e:3f:35:2b:59","qui","NOS_WIFI_Fon","0","11-05-2017 at 08:43:22","37.1347","-8.55511"
"1355","00:05:ca:6f:66:c9","qui","NOS_WIFI_Fon","0","11-05-2017 at 08:43:22","37.1347","-8.55511"
"1356","00:05:ca:73:a0:59","qui","NOS_WIFI_Fon","0","11-05-2017 at 08:43:22","37.1347","-8.55511"
"1357","9e:97:26:d6:43:8e","qui","MEO-WiFi","0","11-05-2017 at 08:44:36","37.1306","-8.55139"
"1358","32:91:8f:ed:49:e6","qui","MEO-WiFi","0","11-05-2017 at 08:45:11","37.129","-8.55073"
"1359","0c:47:3d:0a:08:f8","qui","ZON-08F0","0","11-05-2017 at 08:46:13","37.1273","-8.54619"
"1360","80:2a:a8:17:fa:18","qui","SunApartments","0","11-05-2017 at 08:46:13","37.1273","-8.54619"
"1361","8a:2a:a8:69:1e:34","qui","SunHostel","0","11-05-2017 at 08:46:13","37.1273","-8.54619"
"1362","82:2a:a8:17:fa:18","qui","SunHostel","0","11-05-2017 at 08:46:14","37.1273","-8.54619"
"1363","0c:47:3d:0a:08:f9","qui","NOS_WIFI_Fon","0","11-05-2017 at 08:46:14","37.1273","-8.54619"
"1364","bc:25:e0:bf:5c:87","qui","WiFi_5C87","0","11-05-2017 at 08:46:14","37.1273","-8.54619"
"1365","00:1f:9f:07:2d:2b","qui","Thomson83F473","0","11-05-2017 at 08:46:14","37.1273","-8.54619"
"1366","d6:ca:6d:06:00:67","qui","MIRACHOROHOTEIS","0","11-05-2017 at 08:46:43","37.1268","-8.54252"
"1367","bc:14:01:1a:32:08","qui","ZON-3200","0","11-05-2017 at 08:46:43","37.1268","-8.54252"
"1368","bc:14:01:1a:32:09","qui","NOS_WIFI_Fon","0","11-05-2017 at 08:46:43","37.1268","-8.54252"
"1369","00:24:51:07:ee:30","qui","minedu","0","11-05-2017 at 08:47:43","37.127","-8.53826"
"1370","84:94:8c:a4:90:68","qui","NOS-9060","0","11-05-2017 at 08:47:43","37.127","-8.53826"
"1371","bc:4d:fb:50:4f:d8","qui","NOS-4FD0","0","11-05-2017 at 08:47:43","37.127","-8.53826"
"1372","00:24:17:d9:4b:3c","qui","ThomsonD94B3C","0","11-05-2017 at 08:47:43","37.127","-8.53826"
"1373","36:69:87:b6:3e:a8","qui","JMF","0","11-05-2017 at 08:47:43","37.127","-8.53826"
"1374","84:16:f9:cf:da:50","qui","CavaloAmarelo","0","11-05-2017 at 08:47:43","37.127","-8.53826"
"1375","00:1f:9f:07:a4:d3","qui","marise","0","11-05-2017 at 08:47:43","37.127","-8.53826"
"1376","00:22:91:75:b7:80","qui","minedu","0","11-05-2017 at 08:47:43","37.127","-8.53826"
"1377","84:94:8c:a4:90:69","qui","NOS_WIFI_Fon","0","11-05-2017 at 08:47:43","37.127","-8.53826"
"1378","bc:4d:fb:50:4f:d9","qui","NOS_WIFI_Fon","0","11-05-2017 at 08:47:43","37.127","-8.53826"
"1379","9c:97:26:08:4a:58","qui","Vodafone-084A58","0","11-05-2017 at 08:47:43","37.127","-8.53826"
"1380","00:26:5b:15:e6:28","qui","WIRELESS","0","11-05-2017 at 08:47:43","37.127","-8.53826"
"1381","00:05:ca:e5:2d:e8","qui","ZON-2DE0","0","11-05-2017 at 08:47:43","37.127","-8.53826"
"1382","00:05:ca:ba:8f:68","qui","ZON-8F60","0","11-05-2017 at 08:47:43","37.127","-8.53826"
"1383","bc:14:01:9c:3c:88","qui","ZON-3C80","0","11-05-2017 at 08:47:43","37.127","-8.53826"
"1384","ec:08:6b:a9:f9:91","qui","Vodafone-18683F","0","11-05-2017 at 08:47:43","37.127","-8.53826"
"1385","60:e3:27:2d:12:c4","qui","ZON-F700","0","11-05-2017 at 08:47:43","37.127","-8.53826"
