"_id","bssid","dayoftheweek","ssid","attractiveness","dateTime","latitude","longitude"
"32","00:78:9e:ff:a4:dc","dom","HomeWirelessLan","0","16-07-2017 at 23:59:45","37.1433","-8.5452"
"33","9c:97:26:e9:b2:cf","dom","MEO-E9B2CF","0","16-07-2017 at 23:59:45","37.1433","-8.5452"
"34","84:94:8c:07:ab:68","dom","ZON-AB60","0","16-07-2017 at 23:59:45","37.1433","-8.5452"
"35","84:94:8c:07:ab:69","dom","NOS_WIFI_Fon","0","16-07-2017 at 23:59:45","37.1433","-8.5452"
"36","84:94:8c:7a:9d:a9","dom","NOS_WIFI_Fon","0","16-07-2017 at 23:58:04","37.1433","-8.5452"
"37","84:94:8c:7a:9d:a8","dom","ZON-9DA0","0","16-07-2017 at 23:56:23","37.1433","-8.5452"
"38","f0:f2:49:94:03:b8","dom","alfredo","0","16-07-2017 at 23:58:04","37.1433","-8.5452"
"39","c0:ac:54:f6:41:af","dom","Cabovisao-E4E8","0","16-07-2017 at 23:59:24","37.1433","-8.5452"
"40","f0:f2:49:94:03:b9","dom","NOS_WIFI_Fon","0","16-07-2017 at 23:58:04","37.1433","-8.5452"
"41","1c:ab:c0:da:3c:f8","dom","NOS-3CF0","0","16-07-2017 at 23:55:43","37.1433","-8.5452"
"42","00:05:ca:8c:a6:b9","dom","NOS_WIFI_Fon","0","16-07-2017 at 23:56:03","37.1433","-8.5452"
"43","00:05:ca:8c:a6:b8","dom","ZON-A6B0","0","16-07-2017 at 23:58:44","37.1433","-8.5452"
"44","00:1a:dd:2f:0f:0c","dom","PEPWAVE_926C","0","23-07-2017 at 23:50:00","37.1406","-8.54618"
"45","12:27:22:cf:a4:a0","dom","CMP Privado","0","23-07-2017 at 23:50:00","37.1406","-8.54618"
"46","22:27:22:cf:a4:a0","dom","CMP User","0","23-07-2017 at 23:50:00","37.1406","-8.54618"
"47","02:27:22:cf:a4:a0","dom","CMP Publico","0","23-07-2017 at 23:50:00","37.1406","-8.54618"
"48","00:fc:8d:bd:61:09","dom","NOS_WIFI_Fon","0","23-07-2017 at 23:50:00","37.1406","-8.54618"
"49","00:15:6d:b0:aa:41","dom","Portimonense","0","23-07-2017 at 23:50:00","37.1406","-8.54618"
