"_id","bssid","dayoftheweek","ssid","attractiveness","dateTime","latitude","longitude"
"1","00:78:9e:ff:a4:dc","seg","HomeWirelessLan","1","17-07-2017 at 23:59:58","37.1433","-8.54521"
"2","9c:97:26:e9:b2:cf","seg","MEO-E9B2CF","0","17-07-2017 at 23:59:58","37.1433","-8.54521"
"3","84:94:8c:07:ab:68","seg","ZON-AB60","0","17-07-2017 at 23:59:38","37.1433","-8.5452"
"4","84:94:8c:07:ab:69","seg","NOS_WIFI_Fon","0","17-07-2017 at 23:59:38","37.1433","-8.5452"
"5","c0:ac:54:f6:41:af","seg","Cabovisao-E4E8","0","17-07-2017 at 18:00:40","37.1437","-8.54581"
"6","f0:f2:49:94:03:b8","seg","alfredo","0","17-07-2017 at 18:39:56","37.1433","-8.5452"
"7","f0:f2:49:94:03:b9","seg","NOS_WIFI_Fon","0","17-07-2017 at 18:41:57","37.1433","-8.5452"
"8","84:94:8c:7a:9d:a8","seg","ZON-9DA0","0","17-07-2017 at 22:48:22","37.1433","-8.5452"
"9","84:94:8c:7a:9d:a9","seg","NOS_WIFI_Fon","0","17-07-2017 at 22:42:41","37.1433","-8.54525"
"10","00:05:ca:8c:a6:b8","seg","ZON-A6B0","0","17-07-2017 at 08:42:15","37.1433","-8.5452"
"11","1c:ab:c0:da:3c:f8","seg","NOS-3CF0","0","17-07-2017 at 22:39:00","37.1433","-8.54526"
"12","00:05:ca:8c:a6:b9","seg","NOS_WIFI_Fon","0","17-07-2017 at 08:42:15","37.1433","-8.5452"
"13","1c:ab:c0:da:3c:f9","seg","NOS_WIFI_Fon","0","17-07-2017 at 22:39:00","37.1433","-8.54526"
"14","24:bc:f8:5b:77:a8","seg","Vodafone-5B779F","0","17-07-2017 at 01:24:31","37.1433","-8.5452"
"15","e2:b9:e5:b5:c1:f8","seg","MEO-WiFi","0","17-07-2017 at 17:57:42","37.1436","-8.54549"
"16","4e:5e:0c:30:ef:e9","seg","","0","17-07-2017 at 20:58:54","37.1433","-8.5452"
"17","d4:ca:6d:dd:03:d9","seg","WiFi TRANSOL 42","0","17-07-2017 at 03:48:18","37.1433","-8.5452"
"18","e0:b9:e5:b5:c1:f7","seg","MEO-B5C1F7","0","17-07-2017 at 17:57:42","37.1436","-8.54549"
"19","4c:5e:0c:fe:27:98","seg","WiFi TRANSOL 129","0","17-07-2017 at 07:30:25","37.1433","-8.5452"
"20","b4:30:52:01:29:52","seg","bd","0","17-07-2017 at 07:55:15","37.1433","-8.5452"
"21","4c:5e:0c:5e:bb:41","seg","WiFi TRANSOL 24","0","17-07-2017 at 08:36:12","37.1433","-8.5452"
"22","d4:ca:6d:dc:f4:7f","seg","WiFi TRANSOL 12","0","17-07-2017 at 08:10:41","37.1433","-8.5452"
"23","00:05:ca:8c:1e:09","seg","NOS_WIFI_Fon","0","17-07-2017 at 20:42:30","37.1433","-8.5452"
"24","00:05:ca:8c:1e:08","seg","ZON-1E00","0","17-07-2017 at 21:46:05","37.1433","-8.5452"
"25","a4:2b:b0:b1:1a:47","seg","melissa","0","17-07-2017 at 18:32:59","37.1437","-8.5446"
"26","48:7b:6b:b5:91:48","seg","Vodafone-B59141","0","17-07-2017 at 18:32:59","37.1437","-8.5446"
"27","00:26:5b:2e:45:c8","seg","WH","0","17-07-2017 at 18:32:59","37.1437","-8.5446"
"28","00:26:5b:2e:45:c9","seg","NOS_WIFI_Fon","0","17-07-2017 at 18:33:00","37.1437","-8.5446"
