"_id","bssid","dayoftheweek","ssid","attractiveness","dateTime","latitude","longitude"
"1","00:78:9e:ff:a4:dc","qui","HomeWirelessLan","0","20-07-2017 at 09:08:19","37.1433","-8.54521"
"2","84:94:8c:07:ab:69","qui","NOS_WIFI_Fon","0","20-07-2017 at 09:07:15","37.1434","-8.5452"
"3","84:94:8c:07:ab:68","qui","ZON-AB60","0","20-07-2017 at 09:07:15","37.1434","-8.5452"
"4","9c:97:26:e9:b2:cf","qui","MEO-E9B2CF","0","20-07-2017 at 09:08:19","37.1433","-8.54521"
"5","84:94:8c:7a:9d:a8","qui","ZON-9DA0","0","20-07-2017 at 09:06:55","37.1433","-8.5452"
"6","84:94:8c:7a:9d:a9","qui","NOS_WIFI_Fon","0","20-07-2017 at 09:07:15","37.1434","-8.5452"
"7","00:05:ca:8c:1e:09","qui","NOS_WIFI_Fon","0","20-07-2017 at 09:09:02","37.1434","-8.54448"
"8","00:05:ca:8c:1e:08","qui","ZON-1E00","0","20-07-2017 at 00:24:58","37.1433","-8.5452"
"9","f0:f2:49:94:03:b8","qui","alfredo","0","20-07-2017 at 09:07:58","37.1433","-8.54521"
"10","f0:f2:49:94:03:b9","qui","NOS_WIFI_Fon","0","20-07-2017 at 09:07:58","37.1433","-8.54521"
"11","0c:47:3d:15:20:c8","qui","ZON-20C0","0","20-07-2017 at 00:48:24","37.1433","-8.5452"
"12","1c:ab:c0:da:3c:f9","qui","NOS_WIFI_Fon","0","20-07-2017 at 02:17:45","37.1433","-8.5452"
"13","1c:ab:c0:da:3c:f8","qui","NOS-3CF0","0","20-07-2017 at 02:21:26","37.1433","-8.5452"
"14","d4:ca:6d:f5:96:a5","qui","WiFi FROTA AZUL 898","0","20-07-2017 at 04:48:23","37.1433","-8.5452"
"15","4e:5e:0c:30:ef:e9","qui","","0","20-07-2017 at 08:38:45","37.1433","-8.5452"
"16","d4:ca:6d:dd:03:b5","qui","WiFi TRANSOL 28","0","20-07-2017 at 05:31:54","37.1433","-8.5452"
"17","e2:b9:e5:b5:c1:f8","qui","MEO-WiFi","0","20-07-2017 at 08:23:00","37.1433","-8.5452"
"18","e0:b9:e5:b5:c1:f7","qui","MEO-B5C1F7","0","20-07-2017 at 08:23:00","37.1433","-8.5452"
"19","d4:ca:6d:dd:03:d9","qui","WiFi TRANSOL 42","0","20-07-2017 at 08:38:45","37.1433","-8.5452"
"20","00:8c:54:c0:70:c2","qui","ADSLPT-AB20645","0","20-07-2017 at 09:07:15","37.1434","-8.5452"
"21","1c:ab:c0:1f:d6:b8","qui","NOS-D6B0","0","20-07-2017 at 09:08:42","37.1434","-8.54471"
"22","68:b6:fc:b1:66:f8","qui","FIGUEIRAS","0","20-07-2017 at 09:09:22","37.1435","-8.54473"
"23","9c:97:26:7d:39:17","qui","MEO-7D3917","0","20-07-2017 at 09:09:22","37.1435","-8.54473"
"24","1c:ab:c0:1f:d6:b9","qui","NOS_WIFI_Fon","1","20-07-2017 at 09:09:22","37.1435","-8.54473"
"25","68:b6:fc:b1:66:f9","qui","NOS_WIFI_Fon","0","20-07-2017 at 09:09:22","37.1435","-8.54473"
"26","9e:97:26:7d:39:18","qui","MEO-WiFi","0","20-07-2017 at 09:09:22","37.1435","-8.54473"
"27","00:26:5b:2e:45:c8","qui","WH","0","20-07-2017 at 09:09:22","37.1435","-8.54473"
"28","24:a4:3c:fc:31:17","qui","@Web","0","20-07-2017 at 09:09:02","37.1434","-8.54448"
"29","08:76:ff:04:b3:70","qui","Paulo","0","20-07-2017 at 09:09:23","37.1435","-8.54473"
"30","0a:76:ff:04:b3:71","qui","MEO-WiFi","0","20-07-2017 at 09:09:23","37.1435","-8.54473"
"31","00:26:5b:2e:45:c9","qui","NOS_WIFI_Fon","0","20-07-2017 at 09:09:23","37.1435","-8.54473"
"32","c0:ac:54:f9:16:12","qui","Cabovisao-C31E","0","20-07-2017 at 09:09:23","37.1435","-8.54473"
